Left,Right,Date
Wagner Seahawks,Massachusetts Minutemen,11/30/2016
Pacific Tigers,Massachusetts Minutemen,12/8/2016
North Carolina A&T Aggies,Massachusetts Minutemen,12/13/2016
Rider Broncs,Massachusetts Minutemen,12/22/2016
St. Bonaventure Bonnies,Massachusetts Minutemen,12/30/2016
VCU Rams,Massachusetts Minutemen,1/7/2017
Rhode Island Rams,Massachusetts Minutemen,1/15/2017
Saint Joseph's Hawks,Massachusetts Minutemen,1/18/2017
Saint Louis Billikens,Massachusetts Minutemen,1/25/2017
Rhode Island Rams,Massachusetts Minutemen,2/7/2017
Saint Joseph's Hawks,Massachusetts Minutemen,2/11/2017
Richmond Spiders,Massachusetts Minutemen,3/1/2017
St. Bonaventure Bonnies,Massachusetts Minutemen,3/4/2017
Saint Joseph's Hawks,Massachusetts Minutemen,3/8/2017
St. Bonaventure Bonnies,Massachusetts Minutemen,3/9/2017
Louisiana Col.,McNeese State Cowboys,11/15/2016
Southern-N.O.,McNeese State Cowboys,11/20/2016
LSU-Alexandria,McNeese State Cowboys,11/26/2016
Texas State Bobcats,McNeese State Cowboys,11/29/2016
North Carolina Central Eagles,McNeese State Cowboys,12/17/2016
Northwestern State Demons,McNeese State Cowboys,12/31/2016
Stephen F. Austin Lumberjacks,McNeese State Cowboys,1/2/2017
Sam Houston State Bearkats,McNeese State Cowboys,1/5/2017
Southeastern Louisiana Lions,McNeese State Cowboys,1/15/2017
Northwestern State Demons,McNeese State Cowboys,1/21/2017
New Orleans Privateers,McNeese State Cowboys,1/26/2017
Nicholls Colonels,McNeese State Cowboys,1/28/2017
New Orleans Privateers,McNeese State Cowboys,2/9/2017
Texas A&M-Corpus Christi Islanders,McNeese State Cowboys,2/11/2017
Texas A&M-Corpus Christi Islanders,McNeese State Cowboys,2/25/2017
Sam Houston State Bearkats,McNeese State Cowboys,3/2/2017
Brewton Parker,Mercer Bears,11/11/2016
Radford Highlanders,Mercer Bears,11/22/2016
Oglethorpe,Mercer Bears,12/7/2016
Wofford Terriers,Mercer Bears,12/31/2016
VMI Keydets,Mercer Bears,1/5/2017
Samford Bulldogs,Mercer Bears,1/11/2017
UNCG Spartans,Mercer Bears,1/19/2017
Western Carolina Catamounts,Mercer Bears,1/21/2017
Citadel Bulldogs,Mercer Bears,1/28/2017
Western Carolina Catamounts,Mercer Bears,1/30/2017
Wofford Terriers,Mercer Bears,2/4/2017
VMI Keydets,Mercer Bears,2/9/2017
Citadel Bulldogs,Mercer Bears,2/18/2017
UNCG Spartans,Mercer Bears,2/22/2017
Samford Bulldogs,Mercer Bears,2/27/2017
South Carolina State Bulldogs,Miami (FL) Hurricanes,12/6/2016
Virginia Tech Hokies,Miami (FL) Hurricanes,2/27/2017
Muskingum,Miami (OH) RedHawks,11/11/2016
Wright State Raiders,Miami (OH) RedHawks,11/15/2016
Northern Kentucky Norse,Miami (OH) RedHawks,11/20/2016
Western Illinois Leathernecks,Miami (OH) RedHawks,11/26/2016
Tennessee Tech Golden Eagles,Miami (OH) RedHawks,12/22/2016
Olivet,Miami (OH) RedHawks,12/29/2016
Northern Illinois Huskies,Miami (OH) RedHawks,1/3/2017
Toledo Rockets,Miami (OH) RedHawks,1/7/2017
Northern Illinois Huskies,Miami (OH) RedHawks,1/17/2017
Western Michigan Broncos,Miami (OH) RedHawks,2/7/2017
Ohio Bobcats,Miami (OH) RedHawks,2/21/2017
Ohio Bobcats,Miami (OH) RedHawks,3/3/2017
Western Michigan Broncos,Miami (OH) RedHawks,3/6/2017
Texas Longhorns,Michigan Wolverines,12/6/2016
Youngstown State Penguins,Michigan State Spartans,12/6/2016
MSOE,Milwaukee Panthers,11/11/2016
UC Irvine Anteaters,Milwaukee Panthers,11/26/2016
South Dakota State Jackrabbits,Milwaukee Panthers,11/27/2016
Montana Grizzlies,Milwaukee Panthers,12/3/2016
Montana State Bobcats,Milwaukee Panthers,12/5/2016
Ohio Bobcats,Milwaukee Panthers,12/14/2016
Western Illinois Leathernecks,Milwaukee Panthers,12/17/2016
Youngstown State Penguins,Milwaukee Panthers,12/29/2016
Northern Kentucky Norse,Milwaukee Panthers,1/12/2017
Wright State Raiders,Milwaukee Panthers,1/14/2017
Youngstown State Penguins,Milwaukee Panthers,1/22/2017
Oakland Golden Grizzlies,Milwaukee Panthers,1/29/2017
Valparaiso Crusaders,Milwaukee Panthers,2/2/2017
Wright State Raiders,Milwaukee Panthers,2/9/2017
Northern Kentucky Norse,Milwaukee Panthers,2/11/2017
Valparaiso Crusaders,Milwaukee Panthers,2/21/2017
Oakland Golden Grizzlies,Milwaukee Panthers,2/26/2017
Valparaiso Crusaders,Milwaukee Panthers,3/4/2017
Northern Kentucky Norse,Milwaukee Panthers,3/7/2017
NJIT Highlanders,Minnesota Golden Gophers,12/6/2016
Massachusetts-Lowell River Hawks,Mississippi Valley State Delta Devils,11/22/2016
Seattle Redhawks,Mississippi Valley State Delta Devils,12/15/2016
Southern University Jaguars,Mississippi Valley State Delta Devils,1/16/2017
Prairie View A&M Panthers,Mississippi Valley State Delta Devils,1/21/2017
Texas Southern Tigers,Mississippi Valley State Delta Devils,1/23/2017
Southern University Jaguars,Mississippi Valley State Delta Devils,2/13/2017
Prairie View A&M Panthers,Mississippi Valley State Delta Devils,2/18/2017
Texas Southern Tigers,Mississippi Valley State Delta Devils,2/20/2017
Fontbonne,Missouri State Bears,11/17/2016
North Dakota State Bison,Missouri State Bears,11/27/2016
Southeast Missouri State Redhawks,Missouri State Bears,12/7/2016
Valparaiso Crusaders,Missouri State Bears,12/10/2016
Oral Roberts Golden Eagles,Missouri State Bears,12/14/2016
Southeast Missouri State Redhawks,Missouri State Bears,12/17/2016
UNI Panthers,Missouri State Bears,12/28/2016
Southern Illinois Salukis,Missouri State Bears,1/7/2017
Southern Illinois Salukis,Missouri State Bears,1/28/2017
Wichita State Shockers,Missouri State Bears,2/9/2017
UNI Panthers,Missouri State Bears,2/12/2017
UNI Panthers,Missouri State Bears,3/3/2017
South Carolina State Bulldogs,Monmouth Hawks,11/26/2016
Quinnipiac Bobcats,Monmouth Hawks,12/1/2016
Wagner Seahawks,Monmouth Hawks,12/6/2016
Princeton Tigers,Monmouth Hawks,12/20/2016
Rider Broncs,Monmouth Hawks,12/31/2016
Saint Peter's Peacocks,Monmouth Hawks,1/2/2017
Niagara Purple Eagles,Monmouth Hawks,1/14/2017
Quinnipiac Bobcats,Monmouth Hawks,1/27/2017
Saint Peter's Peacocks,Monmouth Hawks,2/3/2017
Rider Broncs,Monmouth Hawks,2/6/2017
Siena Saints,Monmouth Hawks,2/13/2017
Niagara Purple Eagles,Monmouth Hawks,2/16/2017
Siena Saints,Monmouth Hawks,2/24/2017
Niagara Purple Eagles,Monmouth Hawks,3/3/2017
Siena Saints,Monmouth Hawks,3/5/2017
Wyoming Cowboys,Montana Grizzlies,11/14/2016
Oral Roberts Golden Eagles,Montana Grizzlies,11/21/2016
South Dakota Coyotes,Montana Grizzlies,11/27/2016
San Jose State Spartans,Montana Grizzlies,12/7/2016
Wyoming Cowboys,Montana Grizzlies,12/10/2016
UC Riverside Highlanders,Montana Grizzlies,12/17/2016
Pepperdine Waves,Montana Grizzlies,12/22/2016
Weber State Wildcats,Montana Grizzlies,12/31/2016
Northern Colorado Bears,Montana Grizzlies,1/12/2017
North Dakota Fighting Hawks,Montana Grizzlies,1/14/2017
Portland State Vikings,Montana Grizzlies,1/19/2017
Sacramento State Hornets,Montana Grizzlies,1/21/2017
Montana State Bobcats,Montana Grizzlies,2/4/2017
Southern Utah Thunderbirds,Montana Grizzlies,2/9/2017
Northern Arizona Lumberjacks,Montana Grizzlies,2/11/2017
Sacramento State Hornets,Montana Grizzlies,2/16/2017
Portland State Vikings,Montana Grizzlies,2/18/2017
Montana State Bobcats,Montana Grizzlies,2/25/2017
Weber State Wildcats,Montana Grizzlies,3/2/2017
Rocky Mountain,Montana State Bobcats,11/16/2016
Arizona Christian,Montana State Bobcats,11/28/2016
South Dakota Coyotes,Montana State Bobcats,12/7/2016
Omaha Mavericks,Montana State Bobcats,12/10/2016
South Dakota Coyotes,Montana State Bobcats,12/18/2016
Weber State Wildcats,Montana State Bobcats,12/29/2016
North Dakota Fighting Hawks,Montana State Bobcats,1/12/2017
Northern Colorado Bears,Montana State Bobcats,1/14/2017
Sacramento State Hornets,Montana State Bobcats,1/19/2017
Portland State Vikings,Montana State Bobcats,1/21/2017
Northern Arizona Lumberjacks,Montana State Bobcats,2/9/2017
Southern Utah Thunderbirds,Montana State Bobcats,2/11/2017
Portland State Vikings,Montana State Bobcats,2/16/2017
Sacramento State Hornets,Montana State Bobcats,2/18/2017
Weber State Wildcats,Montana State Bobcats,3/4/2017
Southern Utah Thunderbirds,Montana State Bobcats,3/7/2017
Ky. Christian,Morehead State Eagles,11/11/2016
Northern Kentucky Norse,Morehead State Eagles,11/30/2016
Asbury,Morehead State Eagles,12/28/2016
UT Martin Skyhawks,Morehead State Eagles,12/31/2016
SIUE Cougars,Morehead State Eagles,1/7/2017
Tennessee State Tigers,Morehead State Eagles,1/14/2017
Tennessee Tech Golden Eagles,Morehead State Eagles,1/26/2017
Southeast Missouri State Redhawks,Morehead State Eagles,2/4/2017
Murray State Racers,Morehead State Eagles,2/8/2017
Tennessee State Tigers,Morehead State Eagles,2/16/2017
Tennessee Tech Golden Eagles,Morehead State Eagles,2/23/2017
Murray State Racers,Morehead State Eagles,3/2/2017
Towson Tigers,Morgan State Bears,11/15/2016
Wilmington (DE),Morgan State Bears,11/17/2016
Wagner Seahawks,Morgan State Bears,12/10/2016
Norfolk State Spartans,Morgan State Bears,1/4/2017
North Carolina A&T Aggies,Morgan State Bears,1/16/2017
Savannah State Tigers,Morgan State Bears,1/21/2017
South Carolina State Bulldogs,Morgan State Bears,1/23/2017
North Carolina Central Eagles,Morgan State Bears,2/4/2017
Savannah State Tigers,Morgan State Bears,2/18/2017
Maryland Eastern Shore Hawks,Morgan State Bears,3/2/2017
Southern Illinois Salukis,Mount St. Mary's Mountaineers,11/21/2016
UT Arlington Mavericks,Mount St. Mary's Mountaineers,11/23/2016
UMBC Retrievers,Mount St. Mary's Mountaineers,12/7/2016
Wagner Seahawks,Mount St. Mary's Mountaineers,12/31/2016
Saint Francis U Red Flash,Mount St. Mary's Mountaineers,1/14/2017
Sacred Heart Pioneers,Mount St. Mary's Mountaineers,1/19/2017
St. Francis Brooklyn Terriers,Mount St. Mary's Mountaineers,1/21/2017
Robert Morris Colonials,Mount St. Mary's Mountaineers,1/26/2017
Sacred Heart Pioneers,Mount St. Mary's Mountaineers,1/28/2017
Robert Morris Colonials,Mount St. Mary's Mountaineers,2/9/2017
Saint Francis U Red Flash,Mount St. Mary's Mountaineers,2/11/2017
Wagner Seahawks,Mount St. Mary's Mountaineers,2/16/2017
St. Francis Brooklyn Terriers,Mount St. Mary's Mountaineers,2/25/2017
Sacred Heart Pioneers,Mount St. Mary's Mountaineers,3/1/2017
Robert Morris Colonials,Mount St. Mary's Mountaineers,3/4/2017
Saint Francis U Red Flash,Mount St. Mary's Mountaineers,3/7/2017
UMKC Kangaroos,Murray State Racers,11/20/2016
Southern Illinois Salukis,Murray State Racers,11/29/2016
Bethel (TN),Murray State Racers,12/12/2016
South Dakota State Jackrabbits,Murray State Racers,12/17/2016
Wright State Raiders,Murray State Racers,12/22/2016
Brescia,Murray State Racers,12/29/2016
Tennessee State Tigers,Murray State Racers,12/31/2016
Tennessee Tech Golden Eagles,Murray State Racers,1/7/2017
SIUE Cougars,Murray State Racers,1/14/2017
Southeast Missouri State Redhawks,Murray State Racers,1/26/2017
UT Martin Skyhawks,Murray State Racers,1/28/2017
SIUE Cougars,Murray State Racers,2/16/2017
Southeast Missouri State Redhawks,Murray State Racers,2/23/2017
UT Martin Skyhawks,Murray State Racers,2/25/2017
Tennessee Tech Golden Eagles,Murray State Racers,3/1/2017
UT Martin Skyhawks,Murray State Racers,3/3/2017
Greensboro,North Carolina A&T Aggies,11/11/2016
UNCG Spartans,North Carolina A&T Aggies,11/29/2016
North Dakota State Bison,North Carolina A&T Aggies,12/2/2016
Pacific Tigers,North Carolina A&T Aggies,12/15/2016
Rider Broncs,North Carolina A&T Aggies,12/18/2016
Maryland Eastern Shore Hawks,North Carolina A&T Aggies,1/9/2017
North Carolina Central Eagles,North Carolina A&T Aggies,1/28/2017
Norfolk State Spartans,North Carolina A&T Aggies,1/30/2017
Saint Louis Billikens,North Carolina A&T Aggies,2/4/2017
Allen,North Carolina A&T Aggies,2/7/2017
South Carolina State Bulldogs,North Carolina A&T Aggies,2/13/2017
Maryland Eastern Shore Hawks,North Carolina A&T Aggies,2/20/2017
Savannah State Tigers,North Carolina A&T Aggies,2/25/2017
North Carolina Central Eagles,North Carolina A&T Aggies,3/2/2017
Maryland Eastern Shore Hawks,North Carolina A&T Aggies,3/6/2017
Western Carolina Catamounts,North Carolina Central Eagles,11/16/2016
Northern Kentucky Norse,North Carolina Central Eagles,11/26/2016
Southern Wesleyan,North Carolina Central Eagles,12/1/2016
Truett-McConnell,North Carolina Central Eagles,12/28/2016
Montreat,North Carolina Central Eagles,12/30/2016
Maryland Eastern Shore Hawks,North Carolina Central Eagles,1/11/2017
Norfolk State Spartans,North Carolina Central Eagles,1/14/2017
South Carolina State Bulldogs,North Carolina Central Eagles,2/11/2017
Maryland Eastern Shore Hawks,North Carolina Central Eagles,2/18/2017
Savannah State Tigers,North Carolina Central Eagles,2/27/2017
Maryland Eastern Shore Hawks,North Carolina Central Eagles,3/10/2017
Norfolk State Spartans,North Carolina Central Eagles,3/11/2017
Sarah Lawrence,NJIT Highlanders,11/11/2016
Utah State Aggies,NJIT Highlanders,11/14/2016
Saint Francis U Red Flash,NJIT Highlanders,11/30/2016
Massachusetts-Lowell River Hawks,NJIT Highlanders,12/3/2016
Dean,NJIT Highlanders,12/22/2016
Stony Brook Seawolves,NJIT Highlanders,12/28/2016
USC Upstate Spartans,NJIT Highlanders,1/7/2017
North Florida Ospreys,NJIT Highlanders,1/14/2017
Stetson Hatters,NJIT Highlanders,1/19/2017
North Florida Ospreys,NJIT Highlanders,2/9/2017
Stetson Hatters,NJIT Highlanders,2/18/2017
USC Upstate Spartans,NJIT Highlanders,2/23/2017
Washington Col.,Navy Midshipmen,11/13/2016
North Dakota State Bison,Navy Midshipmen,11/18/2016
UNCG Spartans,Navy Midshipmen,11/20/2016
UMBC Retrievers,Navy Midshipmen,11/23/2016
Penn Quakers,Navy Midshipmen,11/26/2016
Wisconsin Badgers,Nebraska Cornhuskers,2/9/2017
Oakland Golden Grizzlies,Nevada Wolf Pack,11/23/2016
Pacific Tigers,Nevada Wolf Pack,11/29/2016
UC Irvine Anteaters,Nevada Wolf Pack,12/14/2016
Towson Tigers,Nevada Wolf Pack,12/21/2016
UC Santa Barbara Gauchos,Nevada Wolf Pack,12/22/2016
San Jose State Spartans,Nevada Wolf Pack,12/28/2016
San Diego State Aztecs,Nevada Wolf Pack,1/4/2017
New Mexico Lobos,Nevada Wolf Pack,1/7/2017
Wyoming Cowboys,Nevada Wolf Pack,1/14/2017
New Mexico Lobos,Nevada Wolf Pack,1/28/2017
Utah State Aggies,Nevada Wolf Pack,2/1/2017
UNLV Runnin' Rebels,Nevada Wolf Pack,2/8/2017
San Diego State Aztecs,Nevada Wolf Pack,2/12/2017
Utah State Aggies,Nevada Wolf Pack,2/18/2017
UNLV Runnin' Rebels,Nevada Wolf Pack,2/25/2017
San Jose State Spartans,Nevada Wolf Pack,3/1/2017
Utah State Aggies,Nevada Wolf Pack,3/9/2017
Lesley,New Hampshire Wildcats,11/11/2016
Winthrop Eagles,New Hampshire Wildcats,11/27/2016
Daniel Webster,New Hampshire Wildcats,12/21/2016
Wheelock,New Hampshire Wildcats,1/2/2017
Stony Brook Seawolves,New Hampshire Wildcats,1/5/2017
Vermont Catamounts,New Hampshire Wildcats,1/16/2017
Massachusetts-Lowell River Hawks,New Hampshire Wildcats,1/25/2017
UMBC Retrievers,New Hampshire Wildcats,1/28/2017
Stony Brook Seawolves,New Hampshire Wildcats,2/1/2017
Vermont Catamounts,New Hampshire Wildcats,2/9/2017
Massachusetts-Lowell River Hawks,New Hampshire Wildcats,2/22/2017
UMBC Retrievers,New Hampshire Wildcats,2/25/2017
UMBC Retrievers,New Hampshire Wildcats,3/1/2017
Vermont Catamounts,New Hampshire Wildcats,3/6/2017
New Mexico State Aggies,New Mexico Lobos,11/18/2016
New Mexico State Aggies,New Mexico Lobos,12/10/2016
San Diego State Aztecs,New Mexico Lobos,1/1/2017
Utah State Aggies,New Mexico Lobos,1/4/2017
UNLV Runnin' Rebels,New Mexico Lobos,1/10/2017
Wyoming Cowboys,New Mexico Lobos,1/21/2017
Utah State Aggies,New Mexico Lobos,1/24/2017
UNLV Runnin' Rebels,New Mexico Lobos,2/1/2017
San Jose State Spartans,New Mexico Lobos,2/4/2017
Wyoming Cowboys,New Mexico Lobos,2/25/2017
San Diego State Aztecs,New Mexico Lobos,3/4/2017
Arizona Christian,New Mexico State Aggies,11/11/2016
Samford Bulldogs,New Mexico State Aggies,11/16/2016
Nicholls Colonels,New Mexico State Aggies,11/22/2016
San Diego Toreros,New Mexico State Aggies,11/26/2016
UC Irvine Anteaters,New Mexico State Aggies,12/19/2016
Eastern N.M.,New Mexico State Aggies,12/27/2016
UMKC Kangaroos,New Mexico State Aggies,1/5/2017
UMKC Kangaroos,New Mexico State Aggies,1/21/2017
Seattle Redhawks,New Mexico State Aggies,1/26/2017
Utah Valley Wolverines,New Mexico State Aggies,1/28/2017
Northern N.M. @ Santa Ana Star Center,New Mexico State Aggies,1/30/2017
Texas-Rio Grande Valley Vaqueros,New Mexico State Aggies,2/18/2017
Utah Valley Wolverines,New Mexico State Aggies,2/23/2017
Seattle Redhawks,New Mexico State Aggies,2/25/2017
Texas-Rio Grande Valley Vaqueros,New Mexico State Aggies,3/4/2017
UMKC Kangaroos,New Mexico State Aggies,3/10/2017
LaGrange,New Orleans Privateers,11/11/2016
Florida Col.,New Orleans Privateers,11/25/2016
Utah State Aggies,New Orleans Privateers,12/19/2016
Williams Baptist,New Orleans Privateers,12/21/2016
Texas A&M-Corpus Christi Islanders,New Orleans Privateers,12/31/2016
Sam Houston State Bearkats,New Orleans Privateers,1/12/2017
Stephen F. Austin Lumberjacks,New Orleans Privateers,1/28/2017
Nicholls Colonels,New Orleans Privateers,2/4/2017
Southeastern Louisiana Lions,New Orleans Privateers,2/11/2017
Stephen F. Austin Lumberjacks,New Orleans Privateers,2/23/2017
Northwestern State Demons,New Orleans Privateers,2/25/2017
Southeastern Louisiana Lions,New Orleans Privateers,3/2/2017
Nicholls Colonels,New Orleans Privateers,3/4/2017
Sam Houston State Bearkats,New Orleans Privateers,3/10/2017
Texas A&M-Corpus Christi Islanders,New Orleans Privateers,3/11/2017
Norfolk State Spartans,Niagara Purple Eagles,12/10/2016
Youngstown State Penguins,Niagara Purple Eagles,12/14/2016
St. Bonaventure Bonnies,Niagara Purple Eagles,12/17/2016
Quinnipiac Bobcats,Niagara Purple Eagles,1/2/2017
Siena Saints,Niagara Purple Eagles,1/4/2017
Rider Broncs,Niagara Purple Eagles,1/8/2017
Saint Peter's Peacocks,Niagara Purple Eagles,1/21/2017
Rider Broncs,Niagara Purple Eagles,1/28/2017
Quinnipiac Bobcats,Niagara Purple Eagles,2/4/2017
Siena Saints,Niagara Purple Eagles,2/18/2017
Saint Peter's Peacocks,Niagara Purple Eagles,2/24/2017
Quinnipiac Bobcats,Niagara Purple Eagles,3/2/2017
Mississippi Col.,Nicholls Colonels,11/17/2016
San Diego Toreros,Nicholls Colonels,11/20/2016
Samford Bulldogs,Nicholls Colonels,11/27/2016
Thomas (GA),Nicholls Colonels,12/11/2016
Mobile,Nicholls Colonels,12/18/2016
Spring Hill,Nicholls Colonels,12/28/2016
Texas A&M-Corpus Christi Islanders,Nicholls Colonels,1/2/2017
Sam Houston State Bearkats,Nicholls Colonels,1/7/2017
Northwestern State Demons,Nicholls Colonels,1/12/2017
Stephen F. Austin Lumberjacks,Nicholls Colonels,1/14/2017
Southeastern Louisiana Lions,Nicholls Colonels,2/1/2017
Northwestern State Demons,Nicholls Colonels,2/18/2017
Southeastern Louisiana Lions,Nicholls Colonels,2/25/2017
Shenandoah,Norfolk State Spartans,11/13/2016
Elizabeth City St.,Norfolk State Spartans,11/15/2016
Sacred Heart Pioneers,Norfolk State Spartans,11/25/2016
Northern Kentucky Norse,Norfolk State Spartans,12/3/2016
Savannah State Tigers,Norfolk State Spartans,1/11/2017
South Carolina State Bulldogs,Norfolk State Spartans,2/4/2017
Savannah State Tigers,Norfolk State Spartans,2/6/2017
Maryland Eastern Shore Hawks,Norfolk State Spartans,2/11/2017
South Carolina State Bulldogs,Norfolk State Spartans,2/15/2017
South Carolina State Bulldogs,Norfolk State Spartans,3/8/2017
Virginia Cavaliers,North Carolina Tar Heels,2/27/2017
Crown (MN),North Dakota Fighting Hawks,11/11/2016
Mayville St.,North Dakota Fighting Hawks,11/15/2016
Presentation,North Dakota Fighting Hawks,11/20/2016
North Florida Ospreys,North Dakota Fighting Hawks,11/25/2016
Wright State Raiders,North Dakota Fighting Hawks,11/26/2016
North Dakota State Bison,North Dakota Fighting Hawks,12/7/2016
UNI Panthers,North Dakota Fighting Hawks,12/10/2016
North Dakota State Bison,North Dakota Fighting Hawks,12/16/2016
Portland State Vikings,North Dakota Fighting Hawks,12/29/2016
Sacramento State Hornets,North Dakota Fighting Hawks,12/31/2016
Northern Arizona Lumberjacks,North Dakota Fighting Hawks,1/5/2017
Southern Utah Thunderbirds,North Dakota Fighting Hawks,1/7/2017
