PlayerName,Region,FGM,FGA,FGAPerZone,PercentRankZone,FGPer,PerOverall,PerPosition
Greg Heckstall,Left Wing,0,1,6.25%,NR,0.00%,NR,NR
Greg Heckstall,Above Break,1,3,18.75%,NR,33.33%,NR,NR
Greg Heckstall,Right Wing,1,1,6.25%,NR,100.00%,NR,NR
Greg Heckstall,Rim,0,1,6.25%,NR,0.00%,NR,NR
Greg Heckstall,Short MR,1,4,25.00%,NR,25.00%,NR,NR
Greg Heckstall,Long MR,2,6,37.50%,NR,33.33%,NR,NR
Greg Heckstall,NBA 3s,2,5,31.25%,NR,40.00%,NR,NR
Trey Carver,Left Wing,0,0,0,NR,NA,NR,NR
Trey Carver,Above Break,0,0,0,NR,NA,NR,NR
Trey Carver,Right Wing,0,0,0,NR,NA,NR,NR
Trey Carver,Rim,1,2,66.67%,NR,50.00%,NR,NR
Trey Carver,Short MR,0,0,0,NR,NA,NR,NR
Trey Carver,Long MR,0,1,33.33%,NR,0.00%,NR,NR
Trey Carver,NBA 3s,0,0,0,NR,NA,NR,NR
Trevond Barnes,Left Wing,1,1,0.2,NR,100.00%,NR,NR
Trevond Barnes,Above Break,0,0,0,NR,NA,NR,NR
Trevond Barnes,Right Wing,0,0,0,NR,NA,NR,NR
Trevond Barnes,Rim,1,2,40.00%,NR,50.00%,NR,NR
Trevond Barnes,Short MR,0,0,0,NR,NA,NR,NR
Trevond Barnes,Long MR,1,2,40.00%,NR,50.00%,NR,NR
Trevond Barnes,NBA 3s,0,0,0,NR,NA,NR,NR
Liam Nelligan,Left Wing,0,1,0.5,NR,0.00%,NR,NR
Liam Nelligan,Above Break,0,0,0,NR,NA,NR,NR
Liam Nelligan,Right Wing,0,0,0,NR,NA,NR,NR
Liam Nelligan,Rim,0,0,0,NR,NA,NR,NR
Liam Nelligan,Short MR,0,0,0.00%,NR,NA,NR,NR
Liam Nelligan,Long MR,1,1,0.5,NR,100.00%,NR,NR
Liam Nelligan,NBA 3s,0,0,0,NR,NA,NR,NR
Nikola Djogo,Left Wing,2,10,12.82%,NR,20.00%,NR,NR
Nikola Djogo,Above Break,6,26,33.33%,57.97%,23.08%,22.09%,24.64%
Nikola Djogo,Right Wing,1,10,12.82%,NR,10.00%,NR,NR
Nikola Djogo,Rim,8,26,33.33%,42.00%,30.77%,2.15%,2.40%
Nikola Djogo,Short MR,0,4,5.13%,NR,0.00%,NR,NR
Nikola Djogo,Long MR,0,2,2.56%,NR,0.00%,NR,NR
Nikola Djogo,NBA 3s,5,24,30.77%,45.43%,20.83%,14.45%,13.58%
Matt Gregory,Left Wing,0,0,0.00%,NR,NA,NR,NR
Matt Gregory,Above Break,1,2,33.33%,NR,50.00%,NR,NR
Matt Gregory,Right Wing,0,2,33.33%,NR,0.00%,NR,NR
Matt Gregory,Rim,0,0,0,NR,NA,NR,NR
Matt Gregory,Short MR,0,2,33.33%,NR,0.00%,NR,NR
Matt Gregory,Long MR,0,0,0,NR,NA,NR,NR
Matt Gregory,NBA 3s,0,2,0.333333333,NR,0.00%,NR,NR
Austin Torres,Left Wing,0,0,0,NR,NA,NR,NR
Austin Torres,Above Break,0,0,0,NR,NA,NR,NR
Austin Torres,Right Wing,0,0,0,NR,NA,NR,NR
Austin Torres,Rim,16,36,85.71%,99.20%,44.44%,17.04%,16.80%
Austin Torres,Short MR,2,3,7.14%,NR,66.67%,NR,NR
Austin Torres,Long MR,0,3,7.14%,NR,0.00%,NR,NR
Austin Torres,NBA 3s,0,0,0,NR,NA,NR,NR
Trent Buttrick,Left Wing,0,0,0.00%,NR,NA,NR,NR
Trent Buttrick,Above Break,1,3,0.428571429,NR,33.33%,NR,NR
Trent Buttrick,Right Wing,0,1,0.142857143,NR,0.00%,NR,NR
Trent Buttrick,Rim,1,3,42.86%,NR,33.33%,NR,NR
Trent Buttrick,Short MR,0,0,0,NR,NA,NR,NR
Trent Buttrick,Long MR,0,0,0,NR,NA,NR,NR
Trent Buttrick,NBA 3s,0,1,0.142857143,NR,0.00%,NR,NR
Deividas Zemgulis,Left Wing,2,5,31.25%,NR,40.00%,NR,NR
Deividas Zemgulis,Above Break,2,6,37.50%,NR,33.33%,NR,NR
Deividas Zemgulis,Right Wing,0,2,12.50%,NR,0.00%,NR,NR
Deividas Zemgulis,Rim,1,1,6.25%,NR,100.00%,NR,NR
Deividas Zemgulis,Short MR,1,1,6.25%,NR,100.00%,NR,NR
Deividas Zemgulis,Long MR,0,1,0.0625,NR,0.00%,NR,NR
Deividas Zemgulis,NBA 3s,4,10,62.50%,NR,40.00%,NR,NR
Satchel Pierce,Left Wing,0,0,0,NR,NA,NR,NR
Satchel Pierce,Above Break,0,1,0.033333333,NR,0.00%,NR,NR
Satchel Pierce,Right Wing,0,0,0,NR,NA,NR,NR
Satchel Pierce,Rim,7,16,53.33%,45.42%,43.75%,15.34%,7.33%
Satchel Pierce,Short MR,1,8,26.67%,NR,12.50%,NR,NR
Satchel Pierce,Long MR,0,5,16.67%,NR,0.00%,NR,NR
Satchel Pierce,NBA 3s,0,1,3.33%,NR,0.00%,NR,NR
John Harrar,Left Wing,0,0,0,NR,NA,NR,NR
John Harrar,Above Break,0,0,0,NR,NA,NR,NR
John Harrar,Right Wing,0,0,0,NR,NA,NR,NR
John Harrar,Rim,7,10,100.00%,NR,70.00%,NR,NR
John Harrar,Short MR,0,0,0,NR,NA,NR,NR
John Harrar,Long MR,0,0,0,NR,NA,NR,NR
John Harrar,NBA 3s,0,0,0,NR,NA,NR,NR
Nazeer Bostick,Left Wing,2,5,4.17%,NR,40.00%,NR,NR
Nazeer Bostick,Above Break,3,16,13.33%,7.25%,18.75%,12.28%,13.04%
Nazeer Bostick,Right Wing,1,6,5.00%,NR,16.67%,NR,NR
Nazeer Bostick,Rim,25,63,52.50%,76.20%,39.68%,9.24%,9.20%
Nazeer Bostick,Short MR,5,15,12.50%,NR,33.33%,NR,NR
Nazeer Bostick,Long MR,6,15,12.50%,NR,40.00%,NR,NR
Nazeer Bostick,NBA 3s,3,15,12.50%,NR,20.00%,NR,NR
Jamari Wheeler,Left Wing,1,4,4.82%,NR,25.00%,NR,NR
Jamari Wheeler,Above Break,2,19,22.89%,13.70%,10.53%,2.80%,1.81%
Jamari Wheeler,Right Wing,1,3,3.61%,NR,33.33%,NR,NR
Jamari Wheeler,Rim,18,39,46.99%,82.46%,46.15%,21.52%,32.16%
Jamari Wheeler,Short MR,3,10,12.05%,NR,30.00%,NR,NR
Jamari Wheeler,Long MR,1,8,9.64%,NR,12.50%,NR,NR
Jamari Wheeler,NBA 3s,1,13,15.66%,NR,7.69%,NR,NR
Josh Reaves,Left Wing,6,10,5.18%,NR,60.00%,NR,NR
Josh Reaves,Above Break,14,48,24.87%,29.47%,29.17%,45.69%,45.89%
Josh Reaves,Right Wing,3,11,5.70%,NR,27.27%,NR,NR
Josh Reaves,Rim,55,90,46.63%,67.60%,61.11%,71.57%,71.40%
Josh Reaves,Short MR,4,19,9.84%,21.60%,21.05%,12.30%,14.40%
Josh Reaves,Long MR,3,15,7.77%,NR,20.00%,NR,NR
Josh Reaves,NBA 3s,14,43,22.28%,19.01%,32.56%,60.47%,62.72%
Tony Carr,Left Wing,3,6,1.28%,NR,50.00%,NR,NR
Tony Carr,Above Break,42,118,25.27%,17.57%,35.59%,75.32%,72.35%
Tony Carr,Right Wing,10,27,5.78%,9.48%,37.04%,61.13%,64.66%
Tony Carr,Rim,35,88,18.84%,14.04%,39.77%,9.33%,13.45%
Tony Carr,Short MR,32,121,25.91%,100.00%,26.45%,28.30%,33.95%
Tony Carr,Long MR,35,107,22.91%,78.95%,32.71%,54.89%,58.85%
Tony Carr,NBA 3s,42,115,24.63%,18.48%,36.52%,78.05%,75.82%
Shep Garner,Left Wing,4,23,9.16%,55.71%,17.39%,6.44%,10.00%
Shep Garner,Above Break,48,141,56.18%,94.83%,34.04%,68.21%,64.86%
Shep Garner,Right Wing,20,47,18.73%,94.83%,42.55%,82.76%,81.03%
Shep Garner,Rim,7,19,7.57%,0.88%,36.84%,5.29%,7.89%
Shep Garner,Short MR,2,3,1.20%,NR,66.67%,NR,NR
Shep Garner,Long MR,5,18,7.17%,2.39%,27.78%,32.42%,34.93%
Shep Garner,NBA 3s,53,155,61.75%,96.47%,34.19%,68.42%,65.22%
Mike Watkins,Left Wing,0,0,0,NR,NA,NR,NR
Mike Watkins,Above Break,0,1,0.004739336,NR,0.00%,NR,NR
Mike Watkins,Right Wing,0,0,0,NR,NA,NR,NR
Mike Watkins,Rim,105,139,65.88%,69.60%,75.54%,96.68%,93.41%
Mike Watkins,Short MR,24,53,25.12%,58.60%,45.28%,89.46%,87.90%
Mike Watkins,Long MR,7,18,8.53%,10.78%,38.89%,78.90%,72.55%
Mike Watkins,NBA 3s,0,0,0,NR,NA,NR,NR
Julian Moore,Left Wing,0,0,0,NR,NA,NR,NR
Julian Moore,Above Break,0,0,0,NR,NA,NR,NR
Julian Moore,Right Wing,0,0,0,NR,NA,NR,NR
Julian Moore,Rim,11,28,73.68%,95.00%,39.29%,8.61%,8.40%
Julian Moore,Short MR,1,9,23.68%,NR,11.11%,NR,NR
Julian Moore,Long MR,1,1,2.63%,NR,100.00%,NR,NR
Julian Moore,NBA 3s,0,0,0,NR,NA,NR,NR
Lamar Stevens,Left Wing,1,9,2.31%,NR,11.11%,NR,NR
Lamar Stevens,Above Break,13,57,14.65%,8.45%,22.81%,21.34%,23.19%
Lamar Stevens,Right Wing,6,14,3.60%,NR,42.86%,NR,NR
Lamar Stevens,Rim,77,127,32.65%,38.60%,60.63%,69.42%,69.20%
Lamar Stevens,Short MR,24,64,16.45%,63.20%,37.50%,67.14%,70.40%
Lamar Stevens,Long MR,37,118,30.33%,90.44%,31.36%,49.06%,48.53%
Lamar Stevens,NBA 3s,15,58,14.91%,7.16%,25.86%,29.23%,26.42%
Anthony Smith (UNLV Runnin' Rebels),Left Wing,0,0,0.00%,NR,NA,NR,NR
Anthony Smith (UNLV Runnin' Rebels),Above Break,1,3,0.375,NR,33.33%,NR,NR
Anthony Smith (UNLV Runnin' Rebels),Right Wing,0,0,0,NR,NA,NR,NR
Anthony Smith (UNLV Runnin' Rebels),Rim,2,5,62.50%,NR,40.00%,NR,NR
Anthony Smith (UNLV Runnin' Rebels),Short MR,0,0,0,NR,NA,NR,NR
Anthony Smith (UNLV Runnin' Rebels),Long MR,0,0,0,NR,NA,NR,NR
Anthony Smith (UNLV Runnin' Rebels),NBA 3s,1,3,37.50%,NR,33.33%,NR,NR
Cheikh Mbacke Diong,Left Wing,0,0,0,NR,NA,NR,NR
Cheikh Mbacke Diong,Above Break,0,0,0,NR,NA,NR,NR
Cheikh Mbacke Diong,Right Wing,0,0,0,NR,NA,NR,NR
Cheikh Mbacke Diong,Rim,0,2,100.00%,NR,0.00%,NR,NR
Cheikh Mbacke Diong,Short MR,0,0,0,NR,NA,NR,NR
Cheikh Mbacke Diong,Long MR,0,0,0,NR,NA,NR,NR
Cheikh Mbacke Diong,NBA 3s,0,0,0,NR,NA,NR,NR
Aaron Rohlman,Left Wing,0,0,0,NR,NA,NR,NR
Aaron Rohlman,Above Break,0,0,0,NR,NA,NR,NR
Aaron Rohlman,Right Wing,0,0,0,NR,NA,NR,NR
Aaron Rohlman,Rim,2,2,100.00%,NR,100.00%,NR,NR
Aaron Rohlman,Short MR,0,0,0,NR,NA,NR,NR
Aaron Rohlman,Long MR,0,0,0,NR,NA,NR,NR
Aaron Rohlman,NBA 3s,0,0,0,NR,NA,NR,NR
Bruce Stevens,Left Wing,1,4,2.47%,NR,25.00%,NR,NR
Bruce Stevens,Above Break,6,23,14.20%,29.92%,26.09%,32.54%,36.22%
Bruce Stevens,Right Wing,0,5,3.09%,NR,0.00%,NR,NR
Bruce Stevens,Rim,51,78,48.15%,33.33%,65.38%,83.86%,72.53%
Bruce Stevens,Short MR,13,36,22.22%,43.31%,36.11%,60.63%,49.04%
Bruce Stevens,Long MR,5,16,9.88%,18.63%,31.25%,48.89%,48.04%
Bruce Stevens,NBA 3s,5,22,13.58%,24.17%,22.73%,19.82%,34.17%
Deandre Burnett,Left Wing,7,16,6.13%,21.43%,43.75%,73.27%,74.29%
Deandre Burnett,Above Break,32,102,39.08%,55.56%,31.37%,56.68%,53.75%
Deandre Burnett,Right Wing,4,11,4.21%,NR,36.36%,NR,NR
Deandre Burnett,Rim,30,61,23.37%,22.51%,49.18%,31.39%,44.74%
Deandre Burnett,Short MR,9,41,15.71%,70.99%,21.95%,14.94%,18.52%
Deandre Burnett,Long MR,6,30,11.49%,18.66%,20.00%,10.46%,11.96%
Deandre Burnett,NBA 3s,29,89,34.10%,43.48%,32.58%,60.69%,57.07%
Devontae Shuler,Left Wing,4,13,7.03%,NR,30.77%,NR,NR
Devontae Shuler,Above Break,16,72,38.92%,71.26%,22.22%,20.58%,22.22%
Devontae Shuler,Right Wing,7,17,9.19%,38.55%,41.18%,78.68%,78.92%
Devontae Shuler,Rim,30,44,23.78%,18.60%,68.18%,88.70%,89.20%
Devontae Shuler,Short MR,4,21,11.35%,28.80%,19.05%,10.37%,12.00%
Devontae Shuler,Long MR,5,18,9.73%,12.50%,27.78%,32.42%,32.35%
Devontae Shuler,NBA 3s,20,75,40.54%,72.59%,26.67%,32.92%,32.35%
Justas Furmanavicius,Left Wing,0,0,0.00%,NR,NA,NR,NR
Justas Furmanavicius,Above Break,8,22,34.92%,62.32%,36.36%,77.48%,78.99%
Justas Furmanavicius,Right Wing,3,10,15.87%,NR,30.00%,NR,NR
Justas Furmanavicius,Rim,9,18,28.57%,27.60%,50.00%,36.05%,34.40%
Justas Furmanavicius,Short MR,4,10,15.87%,NR,40.00%,NR,NR
Justas Furmanavicius,Long MR,0,3,4.76%,NR,0.00%,NR,NR
Justas Furmanavicius,NBA 3s,9,22,34.92%,57.53%,40.91%,90.15%,92.10%
Breein Tyree,Left Wing,5,12,5.08%,NR,41.67%,NR,NR
Breein Tyree,Above Break,25,82,34.75%,44.44%,30.49%,52.05%,48.84%
Breein Tyree,Right Wing,3,9,3.81%,NR,33.33%,NR,NR
Breein Tyree,Rim,20,60,25.42%,28.07%,33.33%,3.59%,5.56%
Breein Tyree,Short MR,8,24,10.17%,35.80%,33.33%,52.20%,56.17%
Breein Tyree,Long MR,16,49,20.76%,72.25%,32.65%,54.72%,58.37%
Breein Tyree,NBA 3s,21,76,32.20%,37.50%,27.63%,37.18%,33.70%
Markel Crawford,Left Wing,4,19,9.18%,56.31%,21.05%,10.89%,8.74%
Markel Crawford,Above Break,20,68,32.85%,55.07%,29.41%,47.84%,49.03%
Markel Crawford,Right Wing,3,12,5.80%,NR,25.00%,NR,NR
Markel Crawford,Rim,29,52,25.12%,20.20%,55.77%,54.44%,52.20%
Markel Crawford,Short MR,7,31,14.98%,54.40%,22.58%,17.05%,20.80%
Markel Crawford,Long MR,9,25,12.08%,27.94%,36.00%,68.44%,68.38%
Markel Crawford,NBA 3s,19,76,36.71%,62.47%,25.00%,27.44%,24.94%
Terence Davis,Left Wing,8,20,6.80%,25.24%,40.00%,59.41%,55.34%
Terence Davis,Above Break,25,96,32.65%,54.59%,26.04%,31.14%,32.85%
Terence Davis,Right Wing,13,33,11.22%,62.65%,39.39%,71.79%,69.88%
Terence Davis,Rim,47,83,28.23%,26.40%,56.63%,57.85%,55.60%
Terence Davis,Short MR,10,33,11.22%,28.40%,30.30%,37.79%,41.20%
Terence Davis,Long MR,6,29,9.86%,13.60%,20.69%,11.15%,10.29%
Terence Davis,NBA 3s,35,115,39.12%,69.38%,30.43%,49.94%,51.60%
Marcanvis Hymon,Left Wing,0,0,0,NR,NA,NR,NR
Marcanvis Hymon,Above Break,0,1,0.010309278,NR,0.00%,NR,NR
Marcanvis Hymon,Right Wing,0,0,0,NR,NA,NR,NR
Marcanvis Hymon,Rim,35,62,63.92%,87.80%,56.45%,57.04%,54.60%
Marcanvis Hymon,Short MR,9,23,23.71%,88.00%,39.13%,72.76%,77.20%
Marcanvis Hymon,Long MR,5,11,11.34%,NR,45.45%,NR,NR
Marcanvis Hymon,NBA 3s,0,1,0.010309278,NR,0.00%,NR,NR
Dominik Olejniczak,Left Wing,0,0,0,NR,NA,NR,NR
Dominik Olejniczak,Above Break,0,0,0,NR,NA,NR,NR
Dominik Olejniczak,Right Wing,0,0,0,NR,NA,NR,NR
Dominik Olejniczak,Rim,16,28,33.73%,14.29%,57.14%,59.73%,41.03%
Dominik Olejniczak,Short MR,21,48,57.83%,100.00%,43.75%,86.29%,82.17%
Dominik Olejniczak,Long MR,6,7,8.43%,NR,85.71%,NR,NR
Dominik Olejniczak,NBA 3s,0,0,0,NR,NA,NR,NR
Jack Lieb,Left Wing,0,0,0,NR,NA,NR,NR
Jack Lieb,Above Break,0,0,0,NR,NA,NR,NR
Jack Lieb,Right Wing,0,0,0,NR,NA,NR,NR
Jack Lieb,Rim,0,0,0,NR,NA,NR,NR
Jack Lieb,Short MR,0,0,0,NR,NA,NR,NR
Jack Lieb,Long MR,0,1,100.00%,NR,0.00%,NR,NR
Jack Lieb,NBA 3s,0,0,0,NR,NA,NR,NR
Trevor Moore,Left Wing,3,8,8.51%,NR,37.50%,NR,NR
Trevor Moore,Above Break,15,50,53.19%,90.70%,30.00%,50.86%,47.80%
Trevor Moore,Right Wing,3,16,17.02%,93.10%,18.75%,7.52%,7.76%
Trevor Moore,Rim,6,11,11.70%,NR,54.55%,NR,NR
Trevor Moore,Short MR,1,2,2.13%,NR,50.00%,NR,NR
Trevor Moore,Long MR,1,7,7.45%,NR,14.29%,NR,NR
Trevor Moore,NBA 3s,14,44,46.81%,82.88%,31.82%,57.11%,54.35%
Jarron Cumberland,Left Wing,5,19,7.28%,31.07%,26.32%,20.79%,15.53%
Jarron Cumberland,Above Break,23,100,38.31%,70.29%,23.00%,21.98%,24.40%
Jarron Cumberland,Right Wing,7,19,7.28%,17.47%,36.84%,60.50%,56.63%
Jarron Cumberland,Rim,32,63,24.14%,19.20%,50.79%,36.86%,35.20%
Jarron Cumberland,Short MR,6,25,9.58%,17.60%,24.00%,21.44%,24.80%
Jarron Cumberland,Long MR,10,35,13.41%,34.56%,28.57%,36.02%,35.66%
Jarron Cumberland,NBA 3s,27,100,38.31%,67.16%,27.00%,34.60%,34.07%
Cane Broome,Left Wing,1,5,3.14%,NR,20.00%,NR,NR
Cane Broome,Above Break,21,55,34.59%,43.41%,38.18%,84.59%,82.17%
Cane Broome,Right Wing,1,7,4.40%,NR,14.29%,NR,NR
Cane Broome,Rim,28,51,32.08%,50.58%,54.90%,51.84%,69.59%
Cane Broome,Short MR,3,16,10.06%,35.19%,18.75%,9.84%,12.96%
Cane Broome,Long MR,6,25,15.72%,46.89%,24.00%,19.04%,22.97%
Cane Broome,NBA 3s,19,51,32.08%,36.68%,37.25%,81.30%,79.08%
Gary Clark,Left Wing,3,8,3.21%,NR,37.50%,NR,NR
Gary Clark,Above Break,8,29,11.65%,4.59%,27.59%,37.72%,37.68%
Gary Clark,Right Wing,5,14,5.62%,NR,35.71%,NR,NR
Gary Clark,Rim,64,119,47.79%,69.40%,53.78%,48.07%,46.20%
Gary Clark,Short MR,21,52,20.88%,79.20%,40.38%,76.27%,80.80%
Gary Clark,Long MR,6,27,10.84%,19.85%,22.22%,15.27%,13.97%
Gary Clark,NBA 3s,12,37,14.86%,6.91%,32.43%,59.91%,62.47%
Justin Jenifer,Left Wing,5,7,6.14%,NR,71.43%,NR,NR
Justin Jenifer,Above Break,16,57,50.00%,86.56%,28.07%,40.63%,39.53%
Justin Jenifer,Right Wing,1,8,7.02%,NR,12.50%,NR,NR
Justin Jenifer,Rim,8,13,11.40%,NR,61.54%,NR,NR
Justin Jenifer,Short MR,3,11,9.65%,NR,27.27%,NR,NR
Justin Jenifer,Long MR,4,18,15.79%,48.33%,22.22%,15.27%,17.70%
Justin Jenifer,NBA 3s,14,49,42.98%,69.84%,28.57%,40.54%,36.68%
Kyle Washington,Left Wing,0,1,0.40%,NR,0.00%,NR,NR
Kyle Washington,Above Break,12,34,13.77%,27.56%,35.29%,73.92%,77.95%
Kyle Washington,Right Wing,2,3,1.21%,NR,66.67%,NR,NR
Kyle Washington,Rim,30,58,23.48%,3.30%,51.72%,40.36%,24.18%
Kyle Washington,Short MR,37,89,36.03%,90.45%,41.57%,79.79%,72.61%
Kyle Washington,Long MR,26,62,25.10%,80.39%,41.94%,85.08%,77.45%
Kyle Washington,NBA 3s,11,29,11.74%,18.33%,37.93%,83.99%,82.50%
Nysier Brooks,Left Wing,0,0,0,NR,NA,NR,NR
Nysier Brooks,Above Break,0,0,0,NR,NA,NR,NR
Nysier Brooks,Right Wing,0,0,0,NR,NA,NR,NR
Nysier Brooks,Rim,20,39,57.35%,52.38%,51.28%,38.48%,22.34%
Nysier Brooks,Short MR,5,22,32.35%,82.17%,22.73%,18.10%,10.19%
Nysier Brooks,Long MR,3,7,10.29%,NR,42.86%,NR,NR
Nysier Brooks,NBA 3s,0,0,0,NR,NA,NR,NR
Logan Power,Left Wing,0,0,0,NR,NA,NR,NR
Logan Power,Above Break,1,2,1,NR,50.00%,NR,NR
Logan Power,Right Wing,0,0,0,NR,NA,NR,NR
Logan Power,Rim,0,0,0,NR,NA,NR,NR
Logan Power,Short MR,0,0,0,NR,NA,NR,NR
Logan Power,Long MR,0,0,0,NR,NA,NR,NR
Logan Power,NBA 3s,1,2,100.00%,NR,50.00%,NR,NR
Austin Sparks,Left Wing,0,0,0,NR,NA,NR,NR
Austin Sparks,Above Break,0,0,0,NR,NA,NR,NR
Austin Sparks,Right Wing,0,0,0,NR,NA,NR,NR
Austin Sparks,Rim,2,3,75.00%,NR,66.67%,NR,NR
Austin Sparks,Short MR,1,1,25.00%,NR,100.00%,NR,NR
Austin Sparks,Long MR,0,0,0,NR,NA,NR,NR
Austin Sparks,NBA 3s,0,0,0,NR,NA,NR,NR
Seth Towns,Left Wing,0,1,2.04%,NR,0.00%,NR,NR
Seth Towns,Above Break,7,18,36.73%,66.67%,38.89%,87.61%,88.89%
Seth Towns,Right Wing,0,1,2.04%,NR,0.00%,NR,NR
Seth Towns,Rim,6,12,24.49%,NR,50.00%,NR,NR
Seth Towns,Short MR,2,5,10.20%,NR,40.00%,NR,NR
Seth Towns,Long MR,3,12,24.49%,NR,25.00%,NR,NR
Seth Towns,NBA 3s,7,15,30.61%,NR,46.67%,NR,NR
Corey Johnson,Left Wing,1,3,18.75%,NR,33.33%,NR,NR
Corey Johnson,Above Break,4,11,68.75%,NR,36.36%,NR,NR
Corey Johnson,Right Wing,1,1,6.25%,NR,100.00%,NR,NR
Corey Johnson,Rim,0,0,0,NR,NA,NR,NR
Corey Johnson,Short MR,1,1,6.25%,NR,100.00%,NR,NR
Corey Johnson,Long MR,0,0,0,NR,NA,NR,NR
Corey Johnson,NBA 3s,5,12,75.00%,NR,41.67%,NR,NR
Rio Haskett,Left Wing,0,0,0.00%,NR,NA,NR,NR
Rio Haskett,Above Break,0,3,0.3,NR,0.00%,NR,NR
Rio Haskett,Right Wing,0,1,0.1,NR,0.00%,NR,NR
Rio Haskett,Rim,3,5,50.00%,NR,60.00%,NR,NR
Rio Haskett,Short MR,0,0,0,NR,NA,NR,NR
Rio Haskett,Long MR,0,1,10.00%,NR,0.00%,NR,NR
Rio Haskett,NBA 3s,0,4,40.00%,NR,0.00%,NR,NR
Bryce Aiken,Left Wing,0,0,0.00%,NR,NA,NR,NR
Bryce Aiken,Above Break,3,13,0.52,NR,23.08%,NR,NR
Bryce Aiken,Right Wing,0,1,0.04,NR,0.00%,NR,NR
Bryce Aiken,Rim,3,5,20.00%,NR,60.00%,NR,NR
Bryce Aiken,Short MR,1,1,4.00%,NR,100.00%,NR,NR
Bryce Aiken,Long MR,2,5,20.00%,NR,40.00%,NR,NR
Bryce Aiken,NBA 3s,2,9,36.00%,NR,22.22%,NR,NR
Reed Farley,Left Wing,0,0,0.00%,NR,NA,NR,NR
Reed Farley,Above Break,1,3,1,NR,33.33%,NR,NR
Reed Farley,Right Wing,0,0,0,NR,NA,NR,NR
Reed Farley,Rim,0,0,0,NR,NA,NR,NR
Reed Farley,Short MR,0,0,0,NR,NA,NR,NR
Reed Farley,Long MR,0,0,0,NR,NA,NR,NR
Reed Farley,NBA 3s,1,3,100.00%,NR,33.33%,NR,NR
Chris Lewis,Left Wing,0,0,0,NR,NA,NR,NR
Chris Lewis,Above Break,0,0,0,NR,NA,NR,NR
Chris Lewis,Right Wing,0,0,0,NR,NA,NR,NR
Chris Lewis,Rim,7,9,31.03%,NR,77.78%,NR,NR
Chris Lewis,Short MR,6,13,44.83%,NR,46.15%,NR,NR
Chris Lewis,Long MR,2,7,24.14%,NR,28.57%,NR,NR
Chris Lewis,NBA 3s,0,0,0,NR,NA,NR,NR
Henry Welsh,Left Wing,0,0,0.00%,NR,NA,NR,NR
Henry Welsh,Above Break,0,1,0.111111111,NR,0.00%,NR,NR
Henry Welsh,Right Wing,0,0,0,NR,NA,NR,NR
Henry Welsh,Rim,2,2,22.22%,NR,100.00%,NR,NR
Henry Welsh,Short MR,0,3,33.33%,NR,0.00%,NR,NR
Henry Welsh,Long MR,1,3,33.33%,NR,33.33%,NR,NR
Henry Welsh,NBA 3s,0,1,11.11%,NR,0.00%,NR,NR
Justin Bassey,Left Wing,1,1,11.11%,NR,100.00%,NR,NR
Justin Bassey,Above Break,0,3,33.33%,NR,0.00%,NR,NR
Justin Bassey,Right Wing,1,1,11.11%,NR,100.00%,NR,NR
Justin Bassey,Rim,2,3,33.33%,NR,66.67%,NR,NR
Justin Bassey,Short MR,0,0,0.00%,NR,NA,NR,NR
Justin Bassey,Long MR,0,1,0.111111111,NR,0.00%,NR,NR
Justin Bassey,NBA 3s,0,2,22.22%,NR,0.00%,NR,NR
Tommy McCarthy,Left Wing,0,0,0,NR,NA,NR,NR
Tommy McCarthy,Above Break,0,0,0,NR,NA,NR,NR
Tommy McCarthy,Right Wing,0,0,0,NR,NA,NR,NR
Tommy McCarthy,Rim,0,0,0,NR,NA,NR,NR
Tommy McCarthy,Short MR,0,0,0.00%,NR,NA,NR,NR
Tommy McCarthy,Long MR,0,1,1,NR,0.00%,NR,NR
Tommy McCarthy,NBA 3s,0,0,0,NR,NA,NR,NR
Tim Delaney,Left Wing,0,0,0,NR,NA,NR,NR
Tim Delaney,Above Break,0,2,0.666666667,NR,0.00%,NR,NR
Tim Delaney,Right Wing,0,0,0,NR,NA,NR,NR
Tim Delaney,Rim,0,1,33.33%,NR,0.00%,NR,NR
Tim Delaney,Short MR,0,0,0,NR,NA,NR,NR
Tim Delaney,Long MR,0,0,0,NR,NA,NR,NR
Tim Delaney,NBA 3s,0,2,0.666666667,NR,0.00%,NR,NR
Dhamir CosbyRoundtree,Left Wing,0,0,0,NR,NA,NR,NR
Dhamir CosbyRoundtree,Above Break,0,0,0,NR,NA,NR,NR
Dhamir CosbyRoundtree,Right Wing,0,0,0,NR,NA,NR,NR
Dhamir CosbyRoundtree,Rim,37,48,92.31%,99.63%,77.08%,97.58%,95.60%
Dhamir CosbyRoundtree,Short MR,2,4,7.69%,NR,50.00%,NR,NR
Dhamir CosbyRoundtree,Long MR,0,0,0,NR,NA,NR,NR
Dhamir CosbyRoundtree,NBA 3s,0,0,0,NR,NA,NR,NR
Collin Gillespie,Left Wing,3,7,10.61%,NR,42.86%,NR,NR
Collin Gillespie,Above Break,10,36,54.55%,93.28%,27.78%,39.12%,37.98%
Collin Gillespie,Right Wing,5,8,12.12%,NR,62.50%,NR,NR
Collin Gillespie,Rim,6,13,19.70%,NR,46.15%,NR,NR
Collin Gillespie,Short MR,0,1,0.015151515,NR,0.00%,NR,NR
Collin Gillespie,Long MR,0,1,1.52%,NR,0.00%,NR,NR
