PlayerName,Region,FGM,FGA,FGAPerZone,PercentRankZone,FGPer,PerOverall,PerPosition
Shamiel Stevenson,Short MR,2,10,5.78%,NR,20.00%,NR,NR
Shamiel Stevenson,Long MR,0,9,5.20%,NR,0.00%,NR,NR
Shamiel Stevenson,NBA 3s,7,28,16.18%,8.15%,25.00%,27.44%,24.94%
Jonathan Milligan,Left Wing,1,5,4.55%,NR,20.00%,NR,NR
Jonathan Milligan,Above Break,4,31,28.18%,24.55%,12.90%,4.74%,2.84%
Jonathan Milligan,Right Wing,2,8,7.27%,NR,25.00%,NR,NR
Jonathan Milligan,Rim,28,49,44.55%,78.07%,57.14%,59.73%,77.78%
Jonathan Milligan,Short MR,1,2,1.82%,NR,50.00%,NR,NR
Jonathan Milligan,Long MR,7,15,13.64%,NR,46.67%,NR,NR
Jonathan Milligan,NBA 3s,5,31,28.18%,27.72%,16.13%,7.05%,5.98%
Terrell Brown,Left Wing,0,1,0.85%,NR,0.00%,NR,NR
Terrell Brown,Above Break,2,14,11.86%,19.69%,14.29%,6.03%,12.60%
Terrell Brown,Right Wing,0,2,1.69%,NR,0.00%,NR,NR
Terrell Brown,Rim,31,58,49.15%,37.00%,53.45%,46.91%,29.67%
Terrell Brown,Short MR,7,20,16.95%,22.29%,35.00%,55.89%,44.59%
Terrell Brown,Long MR,7,23,19.49%,67.65%,30.43%,44.25%,42.16%
Terrell Brown,NBA 3s,2,12,0.101694915,15.00%,16.67%,8.17%,15.00%
Monty Boykins,Left Wing,1,6,20.69%,NR,16.67%,NR,NR
Monty Boykins,Above Break,2,8,27.59%,NR,25.00%,NR,NR
Monty Boykins,Right Wing,1,6,20.69%,NR,16.67%,NR,NR
Monty Boykins,Rim,1,7,24.14%,NR,14.29%,NR,NR
Monty Boykins,Short MR,0,1,3.45%,NR,0.00%,NR,NR
Monty Boykins,Long MR,0,1,3.45%,NR,0.00%,NR,NR
Monty Boykins,NBA 3s,1,9,31.03%,NR,11.11%,NR,NR
Dayton Gumm,Left Wing,1,4,8.51%,NR,25.00%,NR,NR
Dayton Gumm,Above Break,3,11,23.40%,NR,27.27%,NR,NR
Dayton Gumm,Right Wing,0,1,2.13%,NR,0.00%,NR,NR
Dayton Gumm,Rim,9,15,31.91%,NR,60.00%,NR,NR
Dayton Gumm,Short MR,0,4,8.51%,NR,0.00%,NR,NR
Dayton Gumm,Long MR,6,12,25.53%,NR,50.00%,NR,NR
Dayton Gumm,NBA 3s,2,11,23.40%,NR,18.18%,NR,NR
Averyl Ugba,Left Wing,0,0,0,NR,NA,NR,NR
Averyl Ugba,Above Break,3,5,0.11627907,NR,60.00%,NR,NR
Averyl Ugba,Right Wing,0,0,0,NR,NA,NR,NR
Averyl Ugba,Rim,13,25,58.14%,83.00%,52.00%,41.52%,40.00%
Averyl Ugba,Short MR,1,3,6.98%,NR,33.33%,NR,NR
Averyl Ugba,Long MR,1,10,23.26%,NR,10.00%,NR,NR
Averyl Ugba,NBA 3s,1,1,2.33%,NR,100.00%,NR,NR
Acoydan McCarthy,Left Wing,0,0,0,NR,NA,NR,NR
Acoydan McCarthy,Above Break,0,0,0,NR,NA,NR,NR
Acoydan McCarthy,Right Wing,0,0,0,NR,NA,NR,NR
Acoydan McCarthy,Rim,0,0,0,NR,NA,NR,NR
Acoydan McCarthy,Short MR,0,1,25.00%,NR,0.00%,NR,NR
Acoydan McCarthy,Long MR,2,3,75.00%,NR,66.67%,NR,NR
Acoydan McCarthy,NBA 3s,0,0,0,NR,NA,NR,NR
Chris PorterBunton,Left Wing,0,0,0.00%,NR,NA,NR,NR
Chris PorterBunton,Above Break,1,3,0.12,NR,33.33%,NR,NR
Chris PorterBunton,Right Wing,0,3,0.12,NR,0.00%,NR,NR
Chris PorterBunton,Rim,5,11,44.00%,NR,45.45%,NR,NR
Chris PorterBunton,Short MR,2,4,16.00%,NR,50.00%,NR,NR
Chris PorterBunton,Long MR,1,4,16.00%,NR,25.00%,NR,NR
Chris PorterBunton,NBA 3s,1,3,0.12,NR,33.33%,NR,NR
Terry Taylor,Left Wing,1,3,6.52%,NR,33.33%,NR,NR
Terry Taylor,Above Break,1,5,10.87%,NR,20.00%,NR,NR
Terry Taylor,Right Wing,2,2,4.35%,NR,100.00%,NR,NR
Terry Taylor,Rim,9,11,23.91%,NR,81.82%,NR,NR
Terry Taylor,Short MR,6,14,30.43%,NR,42.86%,NR,NR
Terry Taylor,Long MR,2,11,23.91%,NR,18.18%,NR,NR
Terry Taylor,NBA 3s,2,5,10.87%,NR,40.00%,NR,NR
Deyshawn Martin,Left Wing,0,0,0.00%,NR,NA,NR,NR
Deyshawn Martin,Above Break,0,2,0.4,NR,0.00%,NR,NR
Deyshawn Martin,Right Wing,0,1,0.2,NR,0.00%,NR,NR
Deyshawn Martin,Rim,1,1,20.00%,NR,100.00%,NR,NR
Deyshawn Martin,Short MR,0,1,20.00%,NR,0.00%,NR,NR
Deyshawn Martin,Long MR,0,0,0,NR,NA,NR,NR
Deyshawn Martin,NBA 3s,0,0,0,NR,NA,NR,NR
Tre Ivory,Left Wing,0,0,0,NR,NA,NR,NR
Tre Ivory,Above Break,1,4,16.67%,NR,25.00%,NR,NR
Tre Ivory,Right Wing,0,0,0.00%,NR,NA,NR,NR
Tre Ivory,Rim,4,7,29.17%,NR,57.14%,NR,NR
Tre Ivory,Short MR,4,9,37.50%,NR,44.44%,NR,NR
Tre Ivory,Long MR,0,4,16.67%,NR,0.00%,NR,NR
Tre Ivory,NBA 3s,0,3,12.50%,NR,0.00%,NR,NR
Zach Glotta,Left Wing,0,0,0.00%,NR,NA,NR,NR
Zach Glotta,Above Break,1,9,56.25%,NR,11.11%,NR,NR
Zach Glotta,Right Wing,1,2,12.50%,NR,50.00%,NR,NR
Zach Glotta,Rim,0,0,0,NR,NA,NR,NR
Zach Glotta,Short MR,0,0,0,NR,NA,NR,NR
Zach Glotta,Long MR,1,5,31.25%,NR,20.00%,NR,NR
Zach Glotta,NBA 3s,2,7,43.75%,NR,28.57%,NR,NR
Richard Henderson,Left Wing,0,0,0,NR,NA,NR,NR
Richard Henderson,Above Break,0,0,0,NR,NA,NR,NR
Richard Henderson,Right Wing,0,0,0,NR,NA,NR,NR
Richard Henderson,Rim,3,5,55.56%,NR,60.00%,NR,NR
Richard Henderson,Short MR,1,1,11.11%,NR,100.00%,NR,NR
Richard Henderson,Long MR,0,3,33.33%,NR,0.00%,NR,NR
Richard Henderson,NBA 3s,0,0,0,NR,NA,NR,NR
Steve Harris,Left Wing,0,0,0.00%,NR,NA,NR,NR
Steve Harris,Above Break,0,1,0.027777778,NR,0.00%,NR,NR
Steve Harris,Right Wing,0,2,0.055555556,NR,0.00%,NR,NR
Steve Harris,Rim,7,13,36.11%,NR,53.85%,NR,NR
Steve Harris,Short MR,4,11,30.56%,NR,36.36%,NR,NR
Steve Harris,Long MR,1,9,25.00%,NR,11.11%,NR,NR
Steve Harris,NBA 3s,0,1,0.027777778,NR,0.00%,NR,NR
Ivan Cucak,Left Wing,0,0,0,NR,NA,NR,NR
Ivan Cucak,Above Break,0,0,0,NR,NA,NR,NR
Ivan Cucak,Right Wing,0,0,0,NR,NA,NR,NR
Ivan Cucak,Rim,1,1,100.00%,NR,100.00%,NR,NR
Ivan Cucak,Short MR,0,0,0,NR,NA,NR,NR
Ivan Cucak,Long MR,0,0,0,NR,NA,NR,NR
Ivan Cucak,NBA 3s,0,0,0,NR,NA,NR,NR
Gary Chivichyan,Left Wing,0,0,0.00%,NR,NA,NR,NR
Gary Chivichyan,Above Break,2,8,0.8,NR,25.00%,NR,NR
Gary Chivichyan,Right Wing,0,0,0,NR,NA,NR,NR
Gary Chivichyan,Rim,1,2,20.00%,NR,50.00%,NR,NR
Gary Chivichyan,Short MR,0,0,0,NR,NA,NR,NR
Gary Chivichyan,Long MR,0,0,0,NR,NA,NR,NR
Gary Chivichyan,NBA 3s,1,7,70.00%,NR,14.29%,NR,NR
Lyle Sutton,Left Wing,0,0,0.00%,NR,NA,NR,NR
Lyle Sutton,Above Break,0,1,0.5,NR,0.00%,NR,NR
Lyle Sutton,Right Wing,0,0,0,NR,NA,NR,NR
Lyle Sutton,Rim,1,1,50.00%,NR,100.00%,NR,NR
Lyle Sutton,Short MR,0,0,0,NR,NA,NR,NR
Lyle Sutton,Long MR,0,0,0,NR,NA,NR,NR
Lyle Sutton,NBA 3s,0,1,50.00%,NR,0.00%,NR,NR
Erik Nakken,Left Wing,0,0,0.00%,NR,NA,NR,NR
Erik Nakken,Above Break,2,2,0.666666667,NR,100.00%,NR,NR
Erik Nakken,Right Wing,0,0,0,NR,NA,NR,NR
Erik Nakken,Rim,0,0,0,NR,NA,NR,NR
Erik Nakken,Short MR,0,0,0.00%,NR,NA,NR,NR
Erik Nakken,Long MR,0,1,0.333333333,NR,0.00%,NR,NR
Erik Nakken,NBA 3s,1,1,33.33%,NR,100.00%,NR,NR
Novak Topalovic,Left Wing,0,0,0,NR,NA,NR,NR
Novak Topalovic,Above Break,0,0,0,NR,NA,NR,NR
Novak Topalovic,Right Wing,0,0,0,NR,NA,NR,NR
Novak Topalovic,Rim,6,10,55.56%,NR,60.00%,NR,NR
Novak Topalovic,Short MR,3,4,22.22%,NR,75.00%,NR,NR
Novak Topalovic,Long MR,1,4,22.22%,NR,25.00%,NR,NR
Novak Topalovic,NBA 3s,0,0,0,NR,NA,NR,NR
Jacob McCord,Left Wing,0,0,0.00%,NR,NA,NR,NR
Jacob McCord,Above Break,2,5,0.294117647,NR,40.00%,NR,NR
Jacob McCord,Right Wing,0,0,0,NR,NA,NR,NR
Jacob McCord,Rim,5,9,52.94%,NR,55.56%,NR,NR
Jacob McCord,Short MR,1,2,11.76%,NR,50.00%,NR,NR
Jacob McCord,Long MR,1,1,5.88%,NR,100.00%,NR,NR
Jacob McCord,NBA 3s,1,3,0.176470588,NR,33.33%,NR,NR
Sam Dowd,Left Wing,0,0,0.00%,NR,NA,NR,NR
Sam Dowd,Above Break,0,2,0.333333333,NR,0.00%,NR,NR
Sam Dowd,Right Wing,1,1,0.166666667,NR,100.00%,NR,NR
Sam Dowd,Rim,1,2,33.33%,NR,50.00%,NR,NR
Sam Dowd,Short MR,0,0,0,NR,NA,NR,NR
Sam Dowd,Long MR,0,1,16.67%,NR,0.00%,NR,NR
Sam Dowd,NBA 3s,0,2,0.333333333,NR,0.00%,NR,NR
Geno Luzcando,Left Wing,0,0,0.00%,NR,NA,NR,NR
Geno Luzcando,Above Break,2,5,38.46%,NR,40.00%,NR,NR
Geno Luzcando,Right Wing,0,0,0.00%,NR,NA,NR,NR
Geno Luzcando,Rim,1,5,38.46%,NR,20.00%,NR,NR
Geno Luzcando,Short MR,0,1,7.69%,NR,0.00%,NR,NR
Geno Luzcando,Long MR,1,2,15.38%,NR,50.00%,NR,NR
Geno Luzcando,NBA 3s,2,3,23.08%,NR,66.67%,NR,NR
Blake Truman,Left Wing,0,0,0.00%,NR,NA,NR,NR
Blake Truman,Above Break,1,1,0.142857143,NR,100.00%,NR,NR
Blake Truman,Right Wing,0,1,0.142857143,NR,0.00%,NR,NR
Blake Truman,Rim,1,4,57.14%,NR,25.00%,NR,NR
Blake Truman,Short MR,1,1,14.29%,NR,100.00%,NR,NR
Blake Truman,Long MR,0,0,0,NR,NA,NR,NR
Blake Truman,NBA 3s,1,1,14.29%,NR,100.00%,NR,NR
Brandon Boyd,Left Wing,0,0,0.00%,NR,NA,NR,NR
Brandon Boyd,Above Break,1,10,0.526315789,NR,10.00%,NR,NR
Brandon Boyd,Right Wing,0,0,0,NR,NA,NR,NR
Brandon Boyd,Rim,2,6,31.58%,NR,33.33%,NR,NR
Brandon Boyd,Short MR,0,0,0.00%,NR,NA,NR,NR
Brandon Boyd,Long MR,1,3,15.79%,NR,33.33%,NR,NR
Brandon Boyd,NBA 3s,1,7,36.84%,NR,14.29%,NR,NR
Kyle Ingram,Left Wing,0,0,0,NR,NA,NR,NR
Kyle Ingram,Above Break,0,0,0,NR,NA,NR,NR
Kyle Ingram,Right Wing,0,0,0,NR,NA,NR,NR
Kyle Ingram,Rim,0,1,33.33%,NR,0.00%,NR,NR
Kyle Ingram,Short MR,0,0,0,NR,NA,NR,NR
Kyle Ingram,Long MR,2,2,66.67%,NR,100.00%,NR,NR
Kyle Ingram,NBA 3s,0,0,0,NR,NA,NR,NR
Balint Mocsan,Left Wing,0,1,5.56%,NR,0.00%,NR,NR
Balint Mocsan,Above Break,4,8,44.44%,NR,50.00%,NR,NR
Balint Mocsan,Right Wing,0,1,5.56%,NR,0.00%,NR,NR
Balint Mocsan,Rim,6,7,38.89%,NR,85.71%,NR,NR
Balint Mocsan,Short MR,0,1,5.56%,NR,0.00%,NR,NR
Balint Mocsan,Long MR,0,0,0,NR,NA,NR,NR
Balint Mocsan,NBA 3s,0,3,0.166666667,NR,0.00%,NR,NR
Brandon Better,Left Wing,0,2,5.56%,NR,0.00%,NR,NR
Brandon Better,Above Break,5,13,36.11%,NR,38.46%,NR,NR
Brandon Better,Right Wing,1,2,5.56%,NR,50.00%,NR,NR
Brandon Better,Rim,7,14,38.89%,NR,50.00%,NR,NR
Brandon Better,Short MR,1,1,2.78%,NR,100.00%,NR,NR
Brandon Better,Long MR,0,4,11.11%,NR,0.00%,NR,NR
Brandon Better,NBA 3s,4,10,27.78%,NR,40.00%,NR,NR
Jadon Cohee,Left Wing,0,0,0.00%,NR,NA,NR,NR
Jadon Cohee,Above Break,2,7,0.184210526,NR,28.57%,NR,NR
Jadon Cohee,Right Wing,1,3,0.078947368,NR,33.33%,NR,NR
Jadon Cohee,Rim,6,11,28.95%,NR,54.55%,NR,NR
Jadon Cohee,Short MR,1,6,15.79%,NR,16.67%,NR,NR
Jadon Cohee,Long MR,3,11,28.95%,NR,27.27%,NR,NR
Jadon Cohee,NBA 3s,2,8,21.05%,NR,25.00%,NR,NR
Jacob Calloway,Left Wing,0,0,0.00%,NR,NA,NR,NR
Jacob Calloway,Above Break,6,12,48.00%,NR,50.00%,NR,NR
Jacob Calloway,Right Wing,1,3,12.00%,NR,33.33%,NR,NR
Jacob Calloway,Rim,2,6,24.00%,NR,33.33%,NR,NR
Jacob Calloway,Short MR,0,1,4.00%,NR,0.00%,NR,NR
Jacob Calloway,Long MR,1,3,12.00%,NR,33.33%,NR,NR
Jacob Calloway,NBA 3s,6,12,48.00%,NR,50.00%,NR,NR
Christian Musoko,Left Wing,0,0,0,NR,NA,NR,NR
Christian Musoko,Above Break,0,0,0,NR,NA,NR,NR
Christian Musoko,Right Wing,0,0,0,NR,NA,NR,NR
Christian Musoko,Rim,2,5,55.56%,NR,40.00%,NR,NR
Christian Musoko,Short MR,2,3,33.33%,NR,66.67%,NR,NR
Christian Musoko,Long MR,0,1,0.111111111,NR,0.00%,NR,NR
Christian Musoko,NBA 3s,0,0,0,NR,NA,NR,NR
Dre Marin,Left Wing,1,4,19.05%,NR,25.00%,NR,NR
Dre Marin,Above Break,0,5,23.81%,NR,0.00%,NR,NR
Dre Marin,Right Wing,0,1,4.76%,NR,0.00%,NR,NR
Dre Marin,Rim,3,7,33.33%,NR,42.86%,NR,NR
Dre Marin,Short MR,0,1,4.76%,NR,0.00%,NR,NR
Dre Marin,Long MR,2,3,14.29%,NR,66.67%,NR,NR
Dre Marin,NBA 3s,0,5,23.81%,NR,0.00%,NR,NR
Jamal Aytes,Left Wing,0,0,0,NR,NA,NR,NR
Jamal Aytes,Above Break,0,0,0,NR,NA,NR,NR
Jamal Aytes,Right Wing,0,0,0,NR,NA,NR,NR
Jamal Aytes,Rim,2,6,33.33%,NR,33.33%,NR,NR
Jamal Aytes,Short MR,1,6,33.33%,NR,16.67%,NR,NR
Jamal Aytes,Long MR,2,6,33.33%,NR,33.33%,NR,NR
Jamal Aytes,NBA 3s,0,0,0,NR,NA,NR,NR
James McGee,Left Wing,1,1,5.88%,NR,100.00%,NR,NR
James McGee,Above Break,3,10,58.82%,NR,30.00%,NR,NR
James McGee,Right Wing,1,3,17.65%,NR,33.33%,NR,NR
James McGee,Rim,0,1,5.88%,NR,0.00%,NR,NR
James McGee,Short MR,0,1,5.88%,NR,0.00%,NR,NR
James McGee,Long MR,1,1,0.058823529,NR,100.00%,NR,NR
James McGee,NBA 3s,5,8,47.06%,NR,62.50%,NR,NR
Jamil Jackson,Left Wing,0,0,0,NR,NA,NR,NR
Jamil Jackson,Above Break,0,0,0,NR,NA,NR,NR
Jamil Jackson,Right Wing,0,0,0,NR,NA,NR,NR
Jamil Jackson,Rim,2,3,60.00%,NR,66.67%,NR,NR
Jamil Jackson,Short MR,0,0,0.00%,NR,NA,NR,NR
Jamil Jackson,Long MR,0,2,40.00%,NR,0.00%,NR,NR
Jamil Jackson,NBA 3s,0,0,0,NR,NA,NR,NR
Joel Swallow,Left Wing,0,0,0,NR,NA,NR,NR
Joel Swallow,Above Break,0,0,0,NR,NA,NR,NR
Joel Swallow,Right Wing,0,0,0,NR,NA,NR,NR
Joel Swallow,Rim,1,5,100.00%,NR,20.00%,NR,NR
Joel Swallow,Short MR,0,0,0,NR,NA,NR,NR
Joel Swallow,Long MR,0,0,0,NR,NA,NR,NR
Joel Swallow,NBA 3s,0,0,0,NR,NA,NR,NR
Ian Fox,Left Wing,0,3,0.75,NR,0.00%,NR,NR
Ian Fox,Above Break,0,0,0,NR,NA,NR,NR
Ian Fox,Right Wing,0,0,0,NR,NA,NR,NR
Ian Fox,Rim,0,0,0,NR,NA,NR,NR
Ian Fox,Short MR,0,1,25.00%,NR,0.00%,NR,NR
Ian Fox,Long MR,0,0,0,NR,NA,NR,NR
Ian Fox,NBA 3s,0,0,0,NR,NA,NR,NR
Daniel Venzant,Left Wing,0,0,0.00%,NR,NA,NR,NR
Daniel Venzant,Above Break,2,3,0.428571429,NR,66.67%,NR,NR
Daniel Venzant,Right Wing,0,0,0,NR,NA,NR,NR
Daniel Venzant,Rim,1,2,28.57%,NR,50.00%,NR,NR
Daniel Venzant,Short MR,1,1,14.29%,NR,100.00%,NR,NR
Daniel Venzant,Long MR,1,1,14.29%,NR,100.00%,NR,NR
Daniel Venzant,NBA 3s,2,3,42.86%,NR,66.67%,NR,NR
Josh Pitts,Left Wing,0,0,0,NR,NA,NR,NR
Josh Pitts,Above Break,0,0,0,NR,NA,NR,NR
Josh Pitts,Right Wing,0,0,0,NR,NA,NR,NR
Josh Pitts,Rim,0,2,66.67%,NR,0.00%,NR,NR
Josh Pitts,Short MR,0,1,33.33%,NR,0.00%,NR,NR
Josh Pitts,Long MR,0,0,0,NR,NA,NR,NR
Josh Pitts,NBA 3s,0,0,0,NR,NA,NR,NR
Jamal Smith,Left Wing,0,1,8.33%,NR,0.00%,NR,NR
Jamal Smith,Above Break,1,3,25.00%,NR,33.33%,NR,NR
Jamal Smith,Right Wing,0,0,0.00%,NR,NA,NR,NR
Jamal Smith,Rim,4,7,58.33%,NR,57.14%,NR,NR
Jamal Smith,Short MR,0,1,8.33%,NR,0.00%,NR,NR
Jamal Smith,Long MR,0,0,0,NR,NA,NR,NR
Jamal Smith,NBA 3s,1,2,16.67%,NR,50.00%,NR,NR
Davon Clare,Left Wing,0,2,25.00%,NR,0.00%,NR,NR
Davon Clare,Above Break,0,1,12.50%,NR,0.00%,NR,NR
Davon Clare,Right Wing,0,1,12.50%,NR,0.00%,NR,NR
Davon Clare,Rim,2,2,25.00%,NR,100.00%,NR,NR
Davon Clare,Short MR,1,1,12.50%,NR,100.00%,NR,NR
Davon Clare,Long MR,0,1,12.50%,NR,0.00%,NR,NR
Davon Clare,NBA 3s,0,0,0,NR,NA,NR,NR
Austen Awosika,Left Wing,0,1,4.17%,NR,0.00%,NR,NR
Austen Awosika,Above Break,1,3,12.50%,NR,33.33%,NR,NR
Austen Awosika,Right Wing,0,0,0.00%,NR,NA,NR,NR
Austen Awosika,Rim,2,12,50.00%,NR,16.67%,NR,NR
Austen Awosika,Short MR,1,5,20.83%,NR,20.00%,NR,NR
Austen Awosika,Long MR,0,3,12.50%,NR,0.00%,NR,NR
Austen Awosika,NBA 3s,1,3,12.50%,NR,33.33%,NR,NR
Dwight Ramos,Left Wing,1,5,0.384615385,NR,20.00%,NR,NR
Dwight Ramos,Above Break,0,2,15.38%,NR,0.00%,NR,NR
Dwight Ramos,Right Wing,0,0,0.00%,NR,NA,NR,NR
Dwight Ramos,Rim,0,0,0,NR,NA,NR,NR
Dwight Ramos,Short MR,1,2,15.38%,NR,50.00%,NR,NR
Dwight Ramos,Long MR,1,4,30.77%,NR,25.00%,NR,NR
Dwight Ramos,NBA 3s,0,1,0.076923077,NR,0.00%,NR,NR
Khalil Ahmad,Left Wing,0,0,0.00%,NR,NA,NR,NR
Khalil Ahmad,Above Break,5,18,0.375,68.36%,27.78%,39.12%,39.13%
Khalil Ahmad,Right Wing,0,3,0.0625,NR,0.00%,NR,NR
Khalil Ahmad,Rim,11,17,35.42%,46.60%,64.71%,82.42%,82.60%
Khalil Ahmad,Short MR,0,3,6.25%,NR,0.00%,NR,NR
Khalil Ahmad,Long MR,1,7,14.58%,NR,14.29%,NR,NR
Khalil Ahmad,NBA 3s,5,18,37.50%,64.94%,27.78%,37.96%,38.27%
Jackson Rowe,Left Wing,1,3,0.142857143,NR,33.33%,NR,NR
Jackson Rowe,Above Break,1,3,14.29%,NR,33.33%,NR,NR
Jackson Rowe,Right Wing,0,0,0.00%,NR,NA,NR,NR
Jackson Rowe,Rim,6,12,57.14%,NR,50.00%,NR,NR
Jackson Rowe,Short MR,0,1,4.76%,NR,0.00%,NR,NR
Jackson Rowe,Long MR,2,2,9.52%,NR,100.00%,NR,NR
Jackson Rowe,NBA 3s,1,3,14.29%,NR,33.33%,NR,NR
Arkim Robertson,Left Wing,0,0,0,NR,NA,NR,NR
Arkim Robertson,Above Break,0,0,0,NR,NA,NR,NR
Arkim Robertson,Right Wing,0,0,0,NR,NA,NR,NR
Arkim Robertson,Rim,5,7,77.78%,NR,71.43%,NR,NR
Arkim Robertson,Short MR,0,1,11.11%,NR,0.00%,NR,NR
Arkim Robertson,Long MR,1,1,11.11%,NR,100.00%,NR,NR
Arkim Robertson,NBA 3s,0,0,0,NR,NA,NR,NR
Kevin McClain,Left Wing,1,5,11.11%,NR,20.00%,NR,NR
Kevin McClain,Above Break,5,13,28.89%,NR,38.46%,NR,NR
Kevin McClain,Right Wing,4,9,20.00%,NR,44.44%,NR,NR
Kevin McClain,Rim,9,14,31.11%,NR,64.29%,NR,NR
Kevin McClain,Short MR,2,3,6.67%,NR,66.67%,NR,NR
Kevin McClain,Long MR,0,1,2.22%,NR,0.00%,NR,NR
Kevin McClain,NBA 3s,7,15,33.33%,NR,46.67%,NR,NR
Austin Luke,Left Wing,0,2,6.67%,NR,0.00%,NR,NR
Austin Luke,Above Break,5,15,50.00%,NR,33.33%,NR,NR
Austin Luke,Right Wing,0,4,13.33%,NR,0.00%,NR,NR
Austin Luke,Rim,2,4,13.33%,NR,50.00%,NR,NR
Austin Luke,Short MR,0,1,3.33%,NR,0.00%,NR,NR
Austin Luke,Long MR,1,4,13.33%,NR,25.00%,NR,NR
Austin Luke,NBA 3s,3,12,40.00%,NR,25.00%,NR,NR
Dylan Windler,Left Wing,0,1,1.56%,NR,0.00%,NR,NR
Dylan Windler,Above Break,5,14,21.88%,NR,35.71%,NR,NR
Dylan Windler,Right Wing,2,4,6.25%,NR,50.00%,NR,NR
Dylan Windler,Rim,25,33,51.56%,74.80%,75.76%,96.86%,97.00%
Dylan Windler,Short MR,7,8,12.50%,NR,87.50%,NR,NR
Dylan Windler,Long MR,2,4,6.25%,NR,50.00%,NR,NR
Dylan Windler,NBA 3s,4,8,12.50%,NR,50.00%,NR,NR
Amanze Egekeze,Left Wing,1,5,6.94%,NR,20.00%,NR,NR
Amanze Egekeze,Above Break,11,25,34.72%,61.84%,44.00%,95.58%,96.38%
Amanze Egekeze,Right Wing,8,13,18.06%,NR,61.54%,NR,NR
Amanze Egekeze,Rim,17,24,33.33%,42.00%,70.83%,92.83%,93.40%
Amanze Egekeze,Short MR,2,4,5.56%,NR,50.00%,NR,NR
Amanze Egekeze,Long MR,0,1,0.013888889,NR,0.00%,NR,NR
Amanze Egekeze,NBA 3s,6,18,25.00%,28.15%,33.33%,66.63%,68.40%
Nick Hopkins,Left Wing,3,6,13.33%,NR,50.00%,NR,NR
Nick Hopkins,Above Break,10,25,55.56%,94.06%,40.00%,90.30%,89.41%
Nick Hopkins,Right Wing,4,8,17.78%,NR,50.00%,NR,NR
Nick Hopkins,Rim,4,4,8.89%,NR,100.00%,NR,NR
Nick Hopkins,Short MR,1,1,2.22%,NR,100.00%,NR,NR
Nick Hopkins,Long MR,1,1,2.22%,NR,100.00%,NR,NR
Nick Hopkins,NBA 3s,7,20,44.44%,76.09%,35.00%,72.23%,69.84%
Michael Benkert,Left Wing,0,1,10.00%,NR,0.00%,NR,NR
Michael Benkert,Above Break,0,9,90.00%,NR,0.00%,NR,NR
Michael Benkert,Right Wing,0,0,0.00%,NR,NA,NR,NR
Michael Benkert,Rim,0,0,0,NR,NA,NR,NR
Michael Benkert,Short MR,0,0,0,NR,NA,NR,NR
Michael Benkert,Long MR,0,0,0,NR,NA,NR,NR
Michael Benkert,NBA 3s,0,4,40.00%,NR,0.00%,NR,NR
Mack Mercer,Left Wing,0,1,3.33%,NR,0.00%,NR,NR
Mack Mercer,Above Break,3,7,23.33%,NR,42.86%,NR,NR
Mack Mercer,Right Wing,0,2,6.67%,NR,0.00%,NR,NR
Mack Mercer,Rim,8,12,40.00%,NR,66.67%,NR,NR
Mack Mercer,Short MR,1,5,16.67%,NR,20.00%,NR,NR
Mack Mercer,Long MR,1,3,10.00%,NR,33.33%,NR,NR
Mack Mercer,NBA 3s,2,7,0.233333333,NR,28.57%,NR,NR
Caleb Hollander,Left Wing,0,1,12.50%,NR,0.00%,NR,NR
Caleb Hollander,Above Break,0,5,62.50%,NR,0.00%,NR,NR
Caleb Hollander,Right Wing,0,1,12.50%,NR,0.00%,NR,NR
Caleb Hollander,Rim,0,0,0,NR,NA,NR,NR
Caleb Hollander,Short MR,0,0,0.00%,NR,NA,NR,NR
Caleb Hollander,Long MR,0,1,0.125,NR,0.00%,NR,NR
Caleb Hollander,NBA 3s,0,4,50.00%,NR,0.00%,NR,NR
Tyler Hadden,Left Wing,0,0,0.00%,NR,NA,NR,NR
Tyler Hadden,Above Break,0,2,0.222222222,NR,0.00%,NR,NR
Tyler Hadden,Right Wing,0,0,0,NR,NA,NR,NR
Tyler Hadden,Rim,3,4,44.44%,NR,75.00%,NR,NR
Tyler Hadden,Short MR,0,1,11.11%,NR,0.00%,NR,NR
Tyler Hadden,Long MR,0,2,22.22%,NR,0.00%,NR,NR
Tyler Hadden,NBA 3s,0,0,0,NR,NA,NR,NR
Dominick Pickett,Left Wing,0,0,0.00%,NR,NA,NR,NR
Dominick Pickett,Above Break,1,4,0.571428571,NR,25.00%,NR,NR
Dominick Pickett,Right Wing,0,0,0,NR,NA,NR,NR
Dominick Pickett,Rim,0,0,0,NR,NA,NR,NR
Dominick Pickett,Short MR,0,0,0.00%,NR,NA,NR,NR
Dominick Pickett,Long MR,2,3,42.86%,NR,66.67%,NR,NR
Dominick Pickett,NBA 3s,1,3,0.428571429,NR,33.33%,NR,NR
Dikymbe Martin,Left Wing,0,0,0.00%,NR,NA,NR,NR
Dikymbe Martin,Above Break,1,2,0.117647059,NR,50.00%,NR,NR
Dikymbe Martin,Right Wing,0,0,0,NR,NA,NR,NR
Dikymbe Martin,Rim,2,6,35.29%,NR,33.33%,NR,NR
Dikymbe Martin,Short MR,0,1,5.88%,NR,0.00%,NR,NR
Dikymbe Martin,Long MR,2,8,47.06%,NR,25.00%,NR,NR
