Xrim1,YRim1,XRim2,YRim2,XPaint1,YPaint1,XPaint2,YPaint2,XFC1,YFC1,XFC2,YFC2,X3P1,Y3P1,X3P2,Y3P2,XBackB1,YBackB1,XBackB2,YBackB2,HalfCX,HalfCY,HalfX2,HalfY2,BoundX,BoundY
2.686290517,44.02617861,94.31370948,44.02617861,18.1306383,32,78.8693617,32,25.32978723,44,71.67021277,44,26.24342606,44.75917968,70.75657394,44.75917968,2.686170213,48.76,94.31382979,48.76,42.18085106,44,48.5,-1,-1,7.4
2.686290517,43.97382139,94.31370948,43.97382139,18.1206383,32,78.8793617,32,25.3288248,43.79057112,71.6711752,43.79057112,26.24691489,44,70.75308511,44,2.686170213,48.75,94.31382979,48.75,42.1818135,43.79057112,48.5,-0.9,-1,7.6
2.687252735,43.92149607,94.31274727,43.92149607,18.1106383,32,78.8893617,32,25.32593778,43.58120604,71.67406222,43.58120604,26.24342606,43.24082032,70.75657394,43.24082032,2.686170213,48.74,94.31382979,48.74,42.18470052,43.58120604,48.5,-0.8,-1,7.8
2.689175996,43.86926639,94.310824,43.86926639,18.1006383,32,78.8993617,32,25.32112706,43.37196853,71.67887294,43.37196853,26.23296062,42.48187189,70.76703938,42.48187189,2.686170213,48.73,94.31382979,48.73,42.18951124,43.37196853,48.5,-0.7,-1,8
2.69205796,43.81719598,94.30794204,43.81719598,18.0906383,32,78.9093617,32,25.3143941,43.16292232,71.6856059,43.16292232,26.21552176,41.7233859,70.78447824,41.7233859,2.686170213,48.72,94.31382979,48.72,42.19624419,43.16292232,48.5,-0.6,-1,8.2
2.695895114,43.7653483,94.30410489,43.7653483,18.0806383,32,78.9193617,32,25.30574096,42.95413109,71.69425904,42.95413109,26.1911148,40.96559339,70.8088852,40.96559339,2.686170213,48.71,94.31382979,48.71,42.20489733,42.95413109,48.5,-0.5,-1,8.4
2.700682783,43.71378651,94.29931722,43.71378651,18.0706383,32,78.9293617,32,25.29517027,42.74565844,71.70482973,42.74565844,26.15974717,40.20872519,70.84025283,40.20872519,2.686170213,48.7,94.31382979,48.7,42.21546802,42.74565844,48.5,-0.4,-1,8.6
2.706415135,43.66257342,94.29358487,43.66257342,18.0606383,32,78.9393617,32,25.28268526,42.53756788,71.71731474,42.53756788,26.12142842,39.45301185,70.87857158,39.45301185,2.686170213,48.69,94.31382979,48.69,42.22795304,42.53756788,48.5,-0.3,-1,8.8
2.713085185,43.61177143,94.28691481,43.61177143,18.0506383,32,78.9493617,32,25.26828971,42.32992279,71.73171029,42.32992279,26.07617022,38.69868356,70.92382978,38.69868356,2.686170213,48.68,94.31382979,48.68,42.24234859,42.32992279,48.5,-0.2,-1,9
2.720684807,43.56144244,94.27931519,43.56144244,18.0406383,32,78.9593617,32,25.25198802,42.12278642,71.74801198,42.12278642,26.02398637,37.94597011,70.97601363,37.94597011,2.686170213,48.67,94.31382979,48.67,42.25865027,42.12278642,48.5,-0.1,-1,9.2
2.729204742,43.51164777,94.27079526,43.51164777,18.0306383,32,78.9693617,32,25.23378516,41.91622187,71.76621484,41.91622187,25.96489276,37.19510077,71.03510724,37.19510077,2.686170213,48.66,94.31382979,48.66,42.27685314,41.91622187,48.5,-1.88E-14,-1,9.4
2.73863461,43.46244808,94.26136539,43.46244808,18.0206383,32,78.9793617,32,25.21368667,41.71029206,71.78631333,41.71029206,25.89890738,36.44630427,71.10109262,36.44630427,2.686170213,48.65,94.31382979,48.65,42.29695163,41.71029206,48.5,0.1,-1,9.6
2.748962922,43.41390331,94.25103708,43.41390331,18.0106383,32,78.9893617,32,25.19169867,41.50505971,71.80830133,41.50505971,25.82605035,35.6998087,71.17394965,35.6998087,2.686170213,48.64,94.31382979,48.64,42.31893963,41.50505971,48.5,0.2,-1,9.8
2.760177094,43.36607261,94.23982291,43.36607261,18.0006383,32,78.9993617,32,25.16782786,41.30058735,71.83217214,41.30058735,25.74634384,34.95584145,71.25365616,34.95584145,2.686170213,48.63,94.31382979,48.63,42.34281044,41.30058735,48.5,0.3,-1,10
2.772263464,43.31901425,94.22773654,43.31901425,17.9906383,32,79.0093617,32,25.1420815,41.09693725,71.8579185,41.09693725,25.65981215,34.21462914,71.34018785,34.21462914,2.686170213,48.62,94.31382979,48.62,42.36855679,41.09693725,48.5,0.4,-1,10.2
2.785207306,43.27278557,94.21479269,43.27278557,17.9806383,32,79.0193617,32,25.11446746,40.89417146,71.88553254,40.89417146,25.56648162,33.47639754,71.43351838,33.47639754,2.686170213,48.61,94.31382979,48.61,42.39617084,40.89417146,48.5,0.5,-1,10.4
2.79899285,43.22744289,94.20100715,43.22744289,17.9706383,32,79.0293617,32,25.08499412,40.69235173,71.91500588,40.69235173,25.4663807,32.74137154,71.5336193,32.74137154,2.686170213,48.6,94.31382979,48.6,42.42564418,40.69235173,48.5,0.6,-1,10.6
2.813603301,43.18304145,94.1863967,43.18304145,17.9606383,32,79.0393617,32,25.05367048,40.49153954,71.94632952,40.49153954,25.35953986,32.00977502,71.64046014,32.00977502,2.686170213,48.59,94.31382979,48.59,42.45696782,40.49153954,48.5,0.7,-1,10.8
2.829020859,43.13963535,94.17097914,43.13963535,17.9506383,32,79.0493617,32,25.02050607,40.29179607,71.97949393,40.29179607,25.24599166,31.28183084,71.75400834,31.28183084,2.686170213,48.58,94.31382979,48.58,42.49013223,40.29179607,48.5,0.8,-1,11
2.845226738,43.09727747,94.15477326,43.09727747,17.9406383,32,79.0593617,32,24.985511,40.09318215,72.014489,40.09318215,25.12577068,30.55776074,71.87422932,30.55776074,2.686170213,48.57,94.31382979,48.57,42.5251273,40.09318215,48.5,0.9,-1,11.2
2.862201195,43.05601941,94.1377988,43.05601941,17.9306383,32,79.0693617,32,24.94869592,39.89575828,72.05130408,39.89575828,24.99891354,29.83778528,72.00108646,29.83778528,2.686170213,48.56,94.31382979,48.56,42.56194238,39.89575828,48.5,1,-1,11.4
2.87992355,43.01591146,94.12007645,43.01591146,17.9206383,32,79.0793617,32,24.91007206,39.69958461,72.08992794,39.69958461,24.86545889,29.12212377,72.13454111,29.12212377,2.686170213,48.55,94.31382979,48.55,42.60056624,39.69958461,48.5,1.1,-1,11.6
2.898372209,42.97700246,94.10162779,42.97700246,17.9106383,32,79.0893617,32,24.86965117,39.50472088,72.13034883,39.50472088,24.72544738,28.41099419,72.27455262,28.41099419,2.686170213,48.54,94.31382979,48.54,42.64098713,39.50472088,48.5,1.2,-1,11.8
2.917524697,42.93933983,94.0824753,42.93933983,17.9006383,32,79.0993617,32,24.82744556,39.31122646,72.17255444,39.31122646,24.57892165,27.70461319,72.42107835,27.70461319,2.686170213,48.53,94.31382979,48.53,42.68319273,39.31122646,48.5,1.3,-1,12
2.937357678,42.90296945,94.06264232,42.90296945,17.8906383,32,79.1093617,32,24.7834681,39.11916028,72.2165319,39.11916028,24.42592634,27.00319591,72.57407366,27.00319591,2.686170213,48.52,94.31382979,48.52,42.72717019,39.11916028,48.5,1.4,-1,12.2
2.95784699,42.86793563,94.04215301,42.86793563,17.8806383,32,79.1193617,32,24.73773219,38.92858086,72.26226781,38.92858086,24.10071535,25.61610561,72.89928465,25.61610561,2.686170213,48.51,94.31382979,48.51,42.77290611,38.92858086,48.5,1.5,-1,12.4
2.97896767,42.83428106,94.02103233,42.83428106,17.8706383,32,79.1293617,32,24.69025174,38.73954624,72.30974826,38.73954624,23.92859873,24.93085511,73.07140127,24.93085511,2.686170213,48.5,94.31382979,48.5,42.82038656,38.73954624,48.5,1.6,-1,12.6
3.000693984,42.80204673,93.99930602,42.80204673,17.8606383,32,79.1393617,32,24.64104123,38.552114,72.35895877,38.552114,23.75021062,24.25141326,73.24978938,24.25141326,2.686170213,48.49,94.31382979,48.49,42.86959707,38.552114,48.5,1.7,-1,12.8
3.022999464,42.77127193,93.97700054,42.77127193,17.8506383,32,79.1493617,32,24.59011564,38.36634125,72.40988436,38.36634125,23.56560537,23.57798702,73.43439463,23.57798702,2.686170213,48.48,94.31382979,48.48,42.92052266,38.36634125,48.5,1.8,-1,13
3.045856932,42.74199415,93.95414307,42.74199415,17.8406383,32,79.1593617,32,24.53749049,38.18228456,72.46250951,38.18228456,23.3748392,22.91078152,73.6251608,22.91078152,2.686170213,48.47,94.31382979,48.47,42.97314781,38.18228456,48.5,1.9,-1,13.2
3.069238542,42.71424905,93.93076146,42.71424905,17.8306383,32,79.1693617,32,24.48318181,38,72.51681819,38,23.17797022,22.25,73.82202978,22.25,2.686170213,48.46,94.31382979,48.46,43.02745649,38,48.5,2,-1,13.4
3.093115805,42.68807044,93.90688419,42.68807044,17.8206383,32,79.1793617,32,24.42720613,37.8195431,72.57279387,37.8195431,22.97505841,21.59584374,74.02494159,21.59584374,2.686170213,48.45,94.31382979,48.45,43.08343216,37.8195431,48.5,2.1,-1,13.6
3.117459632,42.66349021,93.88254037,42.66349021,17.8106383,32,79.1893617,32,24.36958052,37.64096883,72.63041948,37.64096883,22.76616556,20.94851201,74.23383444,20.94851201,2.686170213,48.44,94.31382979,48.44,43.14105778,37.64096883,48.5,2.2,-1,13.8
3.142240362,42.64053832,93.85775964,42.64053832,17.8006383,32,79.1993617,32,24.31032253,37.46433158,72.68967747,37.46433158,22.55135532,20.30820198,74.44864468,20.30820198,2.686170213,48.43,94.31382979,48.43,43.20031577,37.46433158,48.5,2.3,-1,14
3.167427805,42.61924272,93.83257219,42.61924272,17.7906383,32,79.2093617,32,24.24945019,37.28968516,72.75054981,37.28968516,22.33069312,19.6751087,74.66930688,19.6751087,2.686170213,48.42,94.31382979,48.42,43.26118811,37.28968516,48.5,2.4,-1,14.2
3.192991274,42.59962936,93.80700873,42.59962936,17.7806383,32,79.2193617,32,24.18698207,37.11708276,72.81301793,37.11708276,22.10424616,19.04942502,74.89575384,19.04942502,2.686170213,48.41,94.31382979,48.41,43.32365623,37.11708276,48.5,2.5,-1,14.4
3.218899623,42.58172214,93.78110038,42.58172214,17.7706383,32,79.2293617,32,24.12293718,36.94657697,72.87706282,36.94657697,21.87208344,18.43134153,75.12791656,18.43134153,2.686170213,48.4,94.31382979,48.4,43.38770112,36.94657697,48.5,2.6,-1,14.6
3.245121286,42.56554287,93.75487871,42.56554287,17.7606383,32,79.2393617,32,24.05733503,36.77821972,72.94266497,36.77821972,21.63427566,17.82104649,75.36572434,17.82104649,2.686170213,48.39,94.31382979,48.39,43.45330327,36.77821972,48.5,2.7,-1,14.8
3.271624318,42.55111126,93.72837568,42.55111126,17.7506383,32,79.2493617,32,23.99019561,36.6120623,73.00980439,36.6120623,21.39089527,17.21872582,75.60910473,17.21872582,2.686170213,48.38,94.31382979,48.38,43.52044268,36.6120623,48.5,2.8,-1,15
3.298376428,42.5384449,93.70162357,42.5384449,17.7406383,32,79.2593617,32,23.92153937,36.44815531,73.07846063,36.44815531,21.1420164,16.62456299,75.8579836,16.62456299,2.686170213,48.37,94.31382979,48.37,43.58909892,36.44815531,48.5,2.9,-1,15.2
3.325345022,42.52755922,93.67465498,42.52755922,17.7306383,32,79.2693617,32,23.85138723,36.28654868,73.14861277,36.28654868,20.88771486,16.03873898,76.11228514,16.03873898,2.686170213,48.36,94.31382979,48.36,43.65925107,36.28654868,48.5,3,-1,15.4
3.352497244,42.51846749,93.64750276,42.51846749,17.7206383,32,79.2793617,32,23.77976054,36.12729165,73.22023946,36.12729165,20.62806812,15.46143224,76.37193188,15.46143224,2.686170213,48.35,94.31382979,48.35,43.73087776,36.12729165,48.5,3.1,-1,15.6
3.379800013,42.51118077,93.62019999,42.51118077,17.7106383,32,79.2893617,32,23.70668113,35.97043272,73.29331887,35.97043272,20.36315527,14.89281862,76.63684473,14.89281862,2.686170213,48.34,94.31382979,48.34,43.80395717,35.97043272,48.5,3.2,-1,15.8
3.407220065,42.50570795,93.59277994,42.50570795,17.7006383,32,79.2993617,32,23.63217126,35.81601968,73.36782874,35.81601968,20.093057,14.33307134,76.906943,14.33307134,2.686170213,48.33,94.31382979,48.33,43.87846703,35.81601968,48.5,3.3,-1,16
3.434723992,42.5020557,93.56527601,42.5020557,17.6906383,32,79.3093617,32,23.55625363,35.66409955,73.44374637,35.66409955,19.81785559,13.78236089,77.18214441,13.78236089,2.686170213,48.32,94.31382979,48.32,43.95438467,35.66409955,48.5,3.4,-1,16.2
3.462278285,42.50022846,93.53772171,42.50022846,17.6806383,32,79.3193617,32,23.47895136,35.51471863,73.52104864,35.51471863,19.53763486,13.24085502,77.46236514,13.24085502,2.686170213,48.31,94.31382979,48.31,44.03168694,35.51471863,48.5,3.5,-1,16.4
3.489849374,42.50022846,93.51015063,42.50022846,17.6706383,32,79.3293617,32,23.400288,35.3679224,73.599712,35.3679224,19.25248017,12.70871869,77.74751983,12.70871869,2.686170213,48.3,94.31382979,48.3,44.1103503,35.3679224,48.5,3.6,-1,16.6
3.517403668,42.5020557,93.48259633,42.5020557,17.6606383,32,79.3393617,32,23.32028751,35.22375558,73.67971249,35.22375558,18.96247839,12.18611398,78.03752161,12.18611398,2.686170213,48.29,94.31382979,48.29,44.19035079,35.22375558,48.5,3.7,-1,16.8
3.544907595,42.50570795,93.45509241,42.50570795,17.6506383,32,79.3493617,32,23.23897426,35.08226209,73.76102574,35.08226209,18.66771785,11.67320009,78.33228215,11.67320009,2.686170213,48.28,94.31382979,48.28,44.27166404,35.08226209,48.5,3.8,-1,17
3.572327646,42.51118077,93.42767235,42.51118077,17.6406383,32,79.3593617,32,23.15637301,34.94348504,73.84362699,34.94348504,18.36828834,11.17013326,78.63171166,11.17013326,2.686170213,48.27,94.31382979,48.27,44.35426528,34.94348504,48.5,3.9,-1,17.2
3.599630415,42.51846749,93.40036958,42.51846749,17.6306383,32,79.3693617,32,23.07250894,34.80746668,73.92749106,34.80746668,18.06428107,10.67706672,78.93571893,10.67706672,2.686170213,48.26,94.31382979,48.26,44.43812936,34.80746668,48.5,4,-1,17.4
3.626782637,42.52755922,93.37321736,42.52755922,17.6206383,32,79.3793617,32,22.98740758,34.67424846,74.01259242,34.67424846,17.75578864,10.19415068,79.24421136,10.19415068,2.686170213,48.25,94.31382979,48.25,44.52323072,34.67424846,48.5,4.1,-1,17.6
3.653751232,42.5384449,93.34624877,42.5384449,17.6106383,32,79.3893617,32,22.90109485,34.54387096,74.09890515,34.54387096,17.44290502,9.721532218,79.55709498,9.721532218,2.686170213,48.24,94.31382979,48.24,44.60954344,34.54387096,48.5,4.2,-1,17.8
3.680503341,42.55111126,93.31949666,42.55111126,17.6006383,32,79.3993617,32,22.81359706,34.41637388,74.18640294,34.41637388,17.12572552,9.259355313,79.87427448,9.259355313,2.686170213,48.23,94.31382979,48.23,44.69704124,34.41637388,48.5,4.3,-1,18
3.707006373,42.56554287,93.29299363,42.56554287,17.5906383,32,79.4093617,32,22.72494085,34.29179607,74.27505915,34.29179607,16.80434675,8.807760745,80.19565325,8.807760745,2.686170213,48.22,94.31382979,48.22,44.78569745,34.29179607,48.5,4.4,-1,18.2
3.733228037,42.58172214,93.26677196,42.58172214,17.5806383,32,79.4193617,32,22.63515323,34.17017547,74.36484677,34.17017547,16.47886661,8.366886073,80.52113339,8.366886073,2.686170213,48.21,94.31382979,48.21,44.87548507,34.17017547,48.5,4.5,-1,18.4
3.759136386,42.59962936,93.24086361,42.59962936,17.5706383,32,79.4293617,32,22.54426154,34.05154913,74.45573846,34.05154913,16.14938425,7.936865594,80.85061575,7.936865594,2.686170213,48.2,94.31382979,48.2,44.96637676,34.05154913,48.5,4.6,-1,18.6
3.784699854,42.61924272,93.21530015,42.61924272,17.5606383,32,79.4393617,32,22.45229348,33.93595318,74.54770652,33.93595318,15.81600002,7.517830294,81.18399998,7.517830294,2.686170213,48.19,94.31382979,48.19,45.05834482,33.93595318,48.5,4.7,-1,18.8
3.809887297,42.64053832,93.1901127,42.64053832,17.5506383,32,79.4493617,32,22.35927705,33.82342285,74.64072295,33.82342285,15.47881549,7.109907817,81.52118451,7.109907817,2.686170213,48.18,94.31382979,48.18,45.15136125,33.82342285,48.5,4.8,-1,19
3.834668028,42.66349021,93.16533197,42.66349021,17.5406383,32,79.4593617,32,22.2652406,33.71399239,74.7347594,33.71399239,15.13793335,6.713222419,81.86206665,6.713222419,2.686170213,48.17,94.31382979,48.17,45.2453977,33.71399239,48.5,4.9,-1,19.2
3.859011854,42.68807044,93.14098815,42.68807044,17.5306383,32,79.4693617,32,22.17021277,33.60769515,74.82978723,33.60769515,14.79345745,6.327894935,82.20654255,6.327894935,2.686170213,48.16,94.31382979,48.16,45.34042553,33.60769515,48.5,5,-1,19.4
3.882889118,42.71424905,93.11711088,42.71424905,17.5206383,32,79.4793617,32,22.07422249,33.50456351,74.92577751,33.50456351,14.44549271,5.954042739,82.55450729,5.954042739,2.686170213,48.15,94.31382979,48.15,45.4364158,33.50456351,48.5,5.1,-1,19.6
3.906270727,42.74199415,93.09372927,42.74199415,17.5106383,32,79.4893617,32,21.97729902,33.40462889,75.02270098,33.40462889,14.09414513,5.591779711,82.90585487,5.591779711,2.686170213,48.14,94.31382979,48.14,45.53333927,33.40462889,48.5,5.2,-1,19.8
3.929128196,42.77127193,93.0708718,42.77127193,17.5006383,32,79.4993617,32,21.87947188,33.30792171,75.12052812,33.30792171,13.73952174,5.241216198,83.26047826,5.241216198,2.686170213,48.13,94.31382979,48.13,45.63116642,33.30792171,48.5,5.3,-1,20
3.951433675,42.80204673,93.04856632,42.80204673,17.4906383,32,79.5093617,32,21.78077086,33.21447144,75.21922914,33.21447144,13.38173055,4.902458986,83.61826945,4.902458986,2.686170213,48.12,94.31382979,48.12,45.72986743,33.21447144,48.5,5.4,-1,20.2
3.97315999,42.83428106,93.02684001,42.83428106,17.4806383,32,79.5193617,32,21.68122604,33.12430656,75.31877396,33.12430656,13.02088055,4.575611264,83.97911945,4.575611264,2.686170213,48.11,94.31382979,48.11,45.82941226,33.12430656,48.5,5.5,-1,20.4
3.994280669,42.86793563,93.00571933,42.86793563,17.4706383,32,79.5293617,32,21.58086772,33.03745451,75.41913228,33.03745451,12.65708167,4.260772593,84.34291833,4.260772593,2.686170213,48.1,94.31382979,48.1,45.92977057,33.03745451,48.5,5.6,-1,20.6
4.014769981,42.90296945,92.98523002,42.90296945,17.4606383,32,79.5393617,32,21.47972649,32.95394176,75.52027351,32.95394176,12.29044471,3.958038875,84.70955529,3.958038875,2.686170213,48.09,94.31382979,48.09,46.03091181,32.95394176,48.5,5.7,-1,20.8
4.034602963,42.93933983,92.96539704,42.93933983,17.4506383,32,79.5493617,32,21.37783315,32.87379375,75.62216685,32.87379375,11.92108135,3.667502326,85.07891865,3.667502326,2.686170213,48.08,94.31382979,48.08,46.13280514,32.87379375,48.5,5.8,-1,21
4.05375545,42.97700246,92.94624455,42.97700246,17.4406383,32,79.5593617,32,21.27521874,32.79703488,75.72478126,32.79703488,11.54910412,3.389251447,85.45089588,3.389251447,2.686170213,48.07,94.31382979,48.07,46.23541955,32.79703488,48.5,5.9,-1,21.2
4.07220411,43.01591146,92.92779589,43.01591146,17.4306383,32,79.5693617,32,21.17191452,32.72368855,75.82808548,32.72368855,11.17462632,3.123370996,85.82537368,3.123370996,2.686170213,48.06,94.31382979,48.06,46.33872378,32.72368855,48.5,6,-1,21.4
4.089926464,43.05601941,92.91007354,43.05601941,17.4206383,32,79.5793617,32,21.06795195,32.65377709,75.93204805,32.65377709,10.79776201,2.869941961,86.20223799,2.869941961,2.686170213,48.05,94.31382979,48.05,46.44268634,32.65377709,48.5,6.1,-1,21.6
4.106900922,43.09727747,92.89309908,43.09727747,17.4106383,32,79.5893617,32,20.96336271,32.5873218,76.03663729,32.5873218,10.41862599,2.629041541,86.58137401,2.629041541,2.686170213,48.04,94.31382979,48.04,46.54727559,32.5873218,48.5,6.2,-1,21.8
4.123106801,43.13963535,92.8768932,43.13963535,17.4006383,32,79.5993617,32,20.85817864,32.52434293,76.14182136,32.52434293,10.03733376,2.400743116,86.96266624,2.400743116,2.686170213,48.03,94.31382979,48.03,46.65245965,32.52434293,48.5,6.3,-1,22
4.138524358,43.18304145,92.86147564,43.18304145,17.3906383,32,79.6093617,32,20.7524318,32.46485965,76.2475682,32.46485965,9.654001451,2.185116227,87.34599855,2.185116227,2.686170213,48.02,94.31382979,48.02,46.7582065,32.46485965,48.5,6.4,-1,22.2
4.153134809,43.22744289,92.84686519,43.22744289,17.3806383,32,79.6193617,32,20.64615439,32.40889008,76.35384561,32.40889008,9.268745839,1.982226556,87.73125416,1.982226556,2.686170213,48.01,94.31382979,48.01,46.86448391,32.40889008,48.5,6.5,-1,22.4
4.166920354,43.27278557,92.83307965,43.27278557,17.3706383,32,79.6293617,32,20.53937879,32.35645128,76.46062121,32.35645128,8.881684273,1.792135907,88.11831573,1.792135907,2.686170213,48,94.31382979,48,46.97125951,32.35645128,48.5,6.6,-1,22.6
4.179864196,43.31901425,92.8201358,43.31901425,17.3606383,32,79.6393617,32,20.43213751,32.30755922,76.56786249,32.30755922,8.492934657,1.614902182,88.50706534,1.614902182,2.686170213,47.99,94.31382979,47.99,47.07850078,32.30755922,48.5,6.7,-1,22.8
4.191950566,43.36607261,92.80804943,43.36607261,17.3506383,32,79.6493617,32,20.32446324,32.26222879,76.67553676,32.26222879,8.102615407,1.450579368,88.89738459,1.450579368,2.686170213,47.98,94.31382979,47.98,47.18617506,32.26222879,48.5,6.8,-1,23
4.203164738,43.41390331,92.79683526,43.41390331,17.3406383,32,79.6593617,32,20.21638876,32.2204738,76.78361124,32.2204738,7.317744027,1.160862744,89.68225597,1.160862744,2.686170213,47.97,94.31382979,47.97,47.29424954,32.2204738,48.5,6.9,-1,23.2
4.21349305,43.46244808,92.78650695,43.46244808,17.3306383,32,79.6693617,32,20.107947,32.18230696,76.892053,32.18230696,6.923430977,1.035557184,90.07656902,1.035557184,2.686170213,47.96,94.31382979,47.96,47.4026913,32.18230696,48.5,7,-1,23.4
4.222922917,43.51164777,92.77707708,43.51164777,17.3206383,32,79.6793617,32,19.99917098,32.14773991,77.00082902,32.14773991,6.528026379,0.92333901,90.47197362,0.92333901,2.686170213,47.95,94.31382979,47.95,47.51146732,32.14773991,48.5,7.1,-1,23.6
4.231442852,43.56144244,92.76855715,43.56144244,17.3106383,32,79.6893617,32,19.89009385,32.11678318,77.10990615,32.11678318,6.131650678,0.824242404,90.86834932,0.824242404,2.686170213,47.94,94.31382979,47.94,47.62054445,32.11678318,48.5,7.2,-1,23.8
4.239042474,43.61177143,92.76095753,43.61177143,17.3006383,32,79.6993617,32,19.78074883,32.08944618,77.21925117,32.08944618,5.734424612,0.738297551,91.26557539,0.738297551,2.686170213,47.93,94.31382979,47.93,47.72988947,32.08944618,48.5,7.3,-1,24
4.245712525,43.66257342,92.75428748,43.66257342,17.2906383,32,79.7093617,32,19.67116923,32.06573726,77.32883077,32.06573726,5.336469182,0.665530633,91.66353082,0.665530633,2.686170213,47.92,94.31382979,47.92,47.83946907,32.06573726,48.5,7.4,-1,24.2
4.251444876,43.71378651,92.74855512,43.71378651,17.2806383,32,79.7193617,32,19.56138842,32.04566362,77.43861158,32.04566362,4.937905607,0.605963814,92.06209439,0.605963814,2.686170213,47.91,94.31382979,47.91,47.94924988,32.04566362,48.5,7.5,-1,24.4
4.256232546,43.7653483,92.74376745,43.7653483,17.2706383,32,79.7293617,32,19.45143984,32.0292314,77.54856016,32.0292314,4.538855296,0.559615238,92.4611447,0.559615238,2.686170213,47.9,94.31382979,47.9,48.05919845,32.0292314,48.5,7.6,-1,24.6
4.2600697,43.81719598,92.7399303,43.81719598,17.2606383,32,79.7393617,32,19.341357,32.01644558,77.658643,32.01644558,4.139439801,0.526499025,92.8605602,0.526499025,2.686170213,47.89,94.31382979,47.89,48.1692813,32.01644558,48.5,7.7,-1,24.8
4.262951663,43.86926639,92.73704834,43.86926639,17.2506383,32,79.7493617,32,19.23117342,32.00731008,77.76882658,32.00731008,3.739780789,0.506625261,93.26021921,0.506625261,2.686170213,47.88,94.31382979,47.88,48.27946488,32.00731008,48.5,7.8,-1,25
4.264874925,43.92149607,92.73512507,43.92149607,17.2406383,32,79.7593617,32,19.12092265,32.00182766,77.87907735,32.00182766,3.34,0.5,93.66,0.5,2.686170213,38.36,94.31382979,38.36,48.38971564,32.00182766,48.5,7.9,-1,25.2
4.265837142,43.97382139,92.73416286,43.97382139,-1,32,98,32,19.0106383,32,77.9893617,32,-1,0.5,98,0.5,2.949468085,38.36,94.05053191,38.36,48.5,32,48.5,98,-1,98
